account_id,max_credit,avg_credit,min_credit
1114,49695,11391.79397590361,37.4
1115,3440,1817.1482758620689,42.7
1116,18194,6235.465217391306,31.2
1117,5370,4376.0,400
1118,11307,4019.3260869565215,26
1120,5428,2873.224657534247,56.4
1121,26817,9156.061111111112,41.3
1122,14376,5235.05294117647,50.2
1123,24345,8688.96329113924,43.9
1124,46218,17870.015789473684,72.6
1126,8300,2533.843965517241,42.6
1127,34995,12522.059375000004,11.5
1128,6189,3291.535211267605,77.3
1129,36884,13225.47111111111,74.5
1132,72147,25719.246875,102.5
1133,4498,2262.15974025974,16.5
1134,17955,6288.487000000001,58.1
1135,5106,2855.416129032258,52.5
1136,46227,16635.587951807225,85.3
1137,3182,1886.5571428571427,33
1139,45135,5925.746153846154,100
1142,7800,1760.7878787878785,20.8
1144,3375,1776.661538461538,29.1
1145,2921,1485.5011764705882,10.3
1146,32588,11676.965,64
1147,34004,12229.709999999995,74.4
1149,21611,2481.633333333333,6.3
1151,36022,12455.744736842107,30.9
1152,3279,1740.8529411764705,37.5
1153,18018,6300.16447368421,8.9
1155,5959,2722.1142857142863,19
1157,11200,3106.518556701031,12.1
1158,6340,3178.083582089553,18.2
1159,16311,5702.815789473685,48.5
1160,42630,14374.9,13.9
1161,5921,2975.731460674157,15.8
1164,43543,2523.9540322580638,71.4
1166,27946,9496.58,31.1
1168,14593.5,5260.714545454544,36.6
1169,49116,11198.4,52.5
1170,34190,11626.384999999998,21.7
1173,3453,2689.75,400
1174,32856,11564.925000000001,35
1176,4556,3404.0,1100
1179,4212,2218.805494505494,3
1180,22809,8106.835555555556,45.2
1183,10900,2602.4938775510204,60.6
1184,56686,20527.665079365073,128
1187,6220,4598.028571428572,86.2
1188,9948,3517.238461538462,20.6
1189,3433,1823.608045977011,2.4
1190,18561,6339.762500000001,60.2
1192,17416,6279.672222222223,33.3
1193,21610.5,7663.547368421054,51
1194,33198,11873.73484848485,54.9
1195,800,800.0,800
1196,35177,5646.549999999999,2.7
1197,10000,2012.0878787878794,12.9
1200,35072,12720.134831460677,76.4
1201,22620,8037.233720930234,29.5
1203,30934,11032.362857142856,61
1204,35427,12874.165333333332,131.5
1205,5239,2639.049090909092,16.2
1206,5383,2968.261538461538,37.1
1207,28635,10410.599999999999,89.6
1210,30388,10901.640000000001,40
1211,11700,4051.2230769230778,22.5
1212,6896,4017.7619047619046,55.1
1213,4909,2343.7000000000003,12.4
1216,9600,2013.0720000000001,15.9
1217,3161,1679.253424657534,45.1
1218,48201,16406.600000000002,118.8
1219,8968,3628.2933333333335,51.5
1220,5764,3236.154838709677,82.5
1222,6310,3334.176923076923,49.1
1223,19260,6204.491666666668,31.5
1225,28228,9979.350666666665,50.6
1226,8610,3822.9500000000003,17.8
1227,20107.5,6819.342307692307,53.8
1228,5096,2548.2232558139544,13.7
1231,26197.5,9317.726388888888,34
1232,25310,2760.2727272727275,7
1233,3390,1656.9043478260871,11.7
1234,6390,3211.491358024691,18.7
1235,4339,2305.1985915492946,55.8
1236,37062,2716.1046728971965,5.6
1237,49268,17168.737864077666,27.5
1238,6126,3496.6000000000004,17.3
1239,6668,3429.497701149425,58.6
1241,8541,3180.906666666667,21.4
1243,44931,8164.983333333334,106.9
1246,6148,3237.2481481481486,38.6
1247,49327,14426.435555555556,61.8
1248,6372,3504.6432432432434,40.2
1249,10200,2096.8115384615385,4
1250,34246,11558.89411764706,11.5
1251,43434,8029.616666666667,30.1
1254,48969,18265.4125,105.7
1256,22908,7801.575862068966,32.3
1257,27958,9744.796666666667,57.3
1258,2900,1372.6666666666667,9
1260,20857.5,6176.8,49.7
1261,34359,12074.565909090912,47.5
1263,49582,17048.221621621622,28.6
1265,6797,3828.3166666666666,23.1
1266,31006,9862.557142857142,61.7
1267,28732.5,9259.266666666665,60.5
1268,9000,1820.3609523809525,14.1
1269,18193.5,6409.240845070421,11.3
1271,9288,3578.4666666666667,25.8
1272,44664,8437.015999999998,2
1273,30727.5,10965.648529411767,22
1274,49755,21142.735714285718,206.1
1275,5447,3321.359999999999,22.8
1276,10600,3482.829059829059,23.1
1277,6248,3221.069879518072,35.5
1280,5122,2551.448780487805,18.5
1285,28558,10370.783908045976,80.2
1286,49937,17804.770338983053,3.8
1287,31569,10622.920408163265,72.7
1288,6059,3159.1694444444443,16.4
1289,35011.5,11812.684615384613,57.7
1291,4821,2422.7114754098366,18.2
1292,17829,6450.7,30.7
1293,34482,10718.7,56.2
1294,21654,7732.83076923077,16
1295,10600,3070.970689655172,9.3
1296,5020,1944.7,14.1
1297,30766.5,10989.349999999995,18.8
1298,18669,6641.05,33.4
1299,8400,2016.7585106382978,18.5
1301,46251,3870.3216216216215,5
1302,6090,3225.807042253521,43.5
1304,15894,1740.7000000000007,13
1305,15358,5503.247619047618,17.7
1306,25574,9092.961363636363,31
1307,10200,2855.0558823529404,19.2
1308,5119,3939.25,400
1309,59296,21356.868292682924,78.4
1310,11500,3975.1545454545458,23.4
1311,21510,7381.11923076923,53.9
1312,5735,3103.291836734693,67.4
1314,24996,9085.997333333335,92.9
1315,14112,4870.513043478261,35.5
1316,300,300.0,300
1317,6732,3539.039393939394,50.2
1320,20235,6671.275,50.1
1322,4435,2226.247058823529,16.2
1323,31538,11326.253333333334,46.6
1324,27379.5,8312.7,61.8
1325,3193,1487.6909090909094,10.3
1326,10400,4524.6,50.9
1327,49845,3106.1100000000006,14.4
1328,48747,17391.97058823529,108.4
1330,40163,10305.85,40.1
1331,16185,5858.134,33.7
1332,33502.5,12086.081521739134,20.7
1333,14644,5147.03103448276,6.1
1334,8440,2971.9821052631573,37.4
1335,22312.5,7445.070588235293,26.7
1337,9200,2684.6412844036704,18.7
1338,49419,13493.311016949154,15.5
1341,3147,1853.0695652173915,11.1
1344,46701,17657.710638297878,69.9
1345,34236,12272.01282051282,43.2
1347,3100,1800.0,500
1349,6529,3179.5047619047614,23.3
1350,32001,7539.1375,24.1
1351,3341,2045.3066666666666,36.6
1352,37200,13194.941071428573,32.1
1353,24204,8551.5,27
1357,8600,2090.482352941177,20.9
1358,8300,2685.4149999999995,19.6
1359,14200,975.489285714285,2.9
1360,47370,3081.992307692308,4.1
1361,1100,1100.0,1100
1362,1000,1000.0,1000
1365,10000,2135.141666666667,32.5
1366,11439,3870.651851851852,11.1
1367,18028,6053.82,30.2
1368,38522,13233.966666666667,79.9
1369,17422,6290.629999999999,25
1370,5800,4500.0,600
1371,4611,2463.734426229508,56.6
1372,44595,2727.575912408759,30.8
1373,2962,1578.3012345679015,2.1
1375,30436,10959.40303030303,16.3
1376,4097,2339.3888888888882,53
1377,3432,2649.0,300
1378,36628,13124.546808510633,65.2
1380,35768,12626.152380952382,37.2
1381,4058,2052.601298701299,17.6
1382,3089,1572.1277108433733,9.9
1383,6909,4063.8142857142857,72.4
1384,47049,16650.152631578945,16.1
1388,31830,11371.584848484852,64.8
1390,400,400.0,400
1391,600,600.0,600
1392,34768,12487.584444444445,13.9
1393,11821.5,4109.8,17.7
1394,6341,3456.159999999999,70.2
1395,7724,2795.9612903225807,22.7
1396,47440,17121.25,74.8
1397,25917,8897.361224489798,31.5
1398,13400,2484.2105263157896,100
1399,13083,4560.247058823529,33.1
1401,6850,3535.1987341772146,60.8
1402,13509,4655.57551020408,13.4
1403,23314,8233.119999999999,39.1
1404,47655,7956.315909090909,71.1
1405,11100,2183.5421052631577,13.3
1406,4141,2082.117391304348,15.8
1408,55320,18577.844444444443,97.9
1410,31192,11192.257317073168,53.2
1411,20494,7294.705813953489,60.5
1412,21430.5,7729.979545454547,42.6
1413,21244,7519.48157894737,71.1
1414,23766,8402.816666666668,40.1
1416,49966,14866.077358490564,2.2
1417,36346,12723.794,45.5
1419,6051,3162.448571428571,30.8
1420,5202,2599.461538461538,14.4
1421,46883,2330.948809523809,7.4
1422,5842,3073.216470588235,61.1
1423,8116,2948.0228571428574,25.8
1425,12200,3414.479090909092,23.5
1426,4022,2284.9120000000003,53.3
1427,18207,6376.587500000001,69.1
1429,3250,1742.7531645569616,62.6
1431,21937,1914.1615384615384,4.3
1435,33154.5,11358.966666666667,122.4
1436,9000,2493.7841269841265,22.1
1437,8200,1839.3410714285712,31.5
1439,3183,1903.978947368421,38.2
1440,12600,1733.5632653061223,21.9
1441,6354,3363.442,26.8
1442,27448,9964.893103448278,34.1
1444,11500,2400.68125,32.8
1445,10179,3639.0666666666666,31.5
1446,26780,9426.94375,36.2
1448,10100,2289.8214285714284,2.5
1449,7300,2666.697142857143,10.7
1450,6496,3135.2473684210527,18.2
1451,6490,3386.732926829268,33.3
1452,29914,10470.406249999998,50
1453,49266,18201.599145299147,79.9
1455,9478.5,3694.282142857142,20.7
1456,46297,16372.777419354841,29.4
1458,24888,8902.347297297298,44.2
1460,5298,2799.0,300
1461,63256,22390.52105263158,101.5
1463,6700,2684.333333333334,10.4
1464,37026,9370.4,41.7
1465,10600,1840.0869565217392,8.2
1467,29396,10515.339393939394,14.5
1468,3224,1715.7972602739728,48.4
1469,6228,3478.0409090909084,57.5
1470,18646,6580.886301369862,56
1471,27894,8721.291666666666,32.9
1472,13281,4690.384210526315,32.6
1473,2976,1895.792307692308,41
1474,4043,3257.25,900
1475,30826,10251.510101010103,35.7
1476,6411,3318.9906976744187,26.5
1477,3151,1598.7821052631577,9.8
1478,47620,10670.366666666667,4.5
1479,9600,1819.661111111111,13.7
1481,3098,1645.9109890109892,27.1
1482,500,500.0,500
1483,10492.5,3632.5607142857143,18.9
1484,6612,5009.0,200
1485,35130,12586.312500000002,85.3
1486,35110,11812.012499999997,55
1487,3306,1686.7888888888892,10.4
1490,49743,24624.677272727273,25.5
1492,4733,3422.0,800
1493,5009,2520.7474226804125,13.3
1495,36478.5,13086.70769230769,88.9
1496,22089,7817.083333333335,42.8
1497,12880,4587.296590909093,37.4
1499,9300,3016.862886597938,10
1500,33081,10004.6,83.9
1501,5813,3412.5142857142855,51.1
1502,34889,12006.27142857143,101.9
1503,4757,2977.030769230769,58.1
1504,36208,12150.833333333334,18.8
1505,13833,4973.273118279571,18.5
1507,31909.5,11277.481395348837,77.1
1508,46083,14182.570588235292,81.4
1509,21282,7645.7984375,45.8
1510,31057.5,10577.563636363637,51.8
1511,48576,16143.161904761906,84.7
1512,21237,7257.6688311688295,60.8
1513,22836,8099.24761904762,25.4
1515,41014,14283.874157303373,69.6
1516,3416,1829.1054794520549,45.2
1517,4569,3795.2,700
1518,25932,9361.544444444447,29.7
1519,31335,10730.728205128204,60.7
1520,6005,3256.1966666666663,82.5
1521,4537,2218.5947368421052,19.6
1525,4641,2104.5444444444447,15.1
1526,9975,3590.1218181818185,19.1
1527,48181,14078.810714285715,53.7
1529,8200,2103.372727272727,6.8
1530,5550,3078.3999999999996,60.4
1532,17874,5475.577777777778,32.5
1534,22414.5,7756.492473118277,26.6
1535,15500,2542.511200000001,19.7
1536,38414,12765.705357142857,31
1538,48386,17230.792857142857,67.7
1539,49605,11173.120754716982,1.5
1540,35018,12583.469767441858,9.5
1541,11500,2598.485714285714,25.1
1542,6984,3826.0533333333337,22.1
1543,21270,2495.5200000000004,2.9
1544,28425,9621.03111111111,56.6
1545,48543,9355.55862068966,12.4
1546,11820,4286.9,27.6
1547,34341,12288.685,57.3
1548,3159,1739.0162790697677,38.2
1549,21447,5569.975,32.9
1550,11826,4413.444444444444,35.6
1552,36844,13254.667123287669,77.5
1553,1000,1000.0,1000
1554,26628,9355.80566037736,57
1555,6260,3680.0,1100
1556,5955,4616.25,600
1557,700,700.0,700
1558,9106,3935.1333333333337,51.9
1559,34234.5,12183.958928571432,75.9
1561,5327,2672.251162790698,16.5
1562,2900,1650.158620689655,38.6
1563,11300,3600.0,700
1564,29349,2474.759459459459,10.6
1565,10400,2883.863917525773,23.1
1566,22020,7824.805681818179,38.8
1568,20896,7435.802777777779,50.2
1570,4298,2289.666666666666,58.2
1571,21451.5,6767.775000000001,8.8
1575,5448,2864.8865168539314,59.2
1576,49299,17771.74375,245.3
1577,9800,2668.7714285714283,30.8
1578,4128,2078.4235294117643,15.3
1579,17434,6287.50655737705,31.2
1581,12956,4466.248648648649,23.1
1582,5973,2875.294117647059,22.6
1583,40855,8490.999999999998,21.7
1584,2975,1585.421686746988,39.8
1585,31419,5718.216666666667,20.1
1586,25389,7917.675,52.9
1587,21632,7595.666666666667,55
1588,8100,1933.2634408602148,37.7
1589,14100,1029.45625,3.2
1590,17280,5849.9437499999985,38.4
1591,46552,6384.5,200
1592,4604,2504.4169811320758,50.7
1593,3130,2604.0,500
1597,6701,3320.6189189189186,26.6
1599,37372,13519.748148148148,97.8
1600,6757,5217.75,600
1601,4042,2134.741573033708,60.5
1602,4944,2618.578666666666,48.7
1603,11416,3975.208333333334,24
1604,26602,9507.325675675675,54.2
1605,48324,17241.369902912622,89
1606,39516,2134.5580645161285,71.9
1607,34941,12456.735294117645,36
1609,3026,1476.6999999999998,11.1
1610,36559.5,13302.120689655176,58.9
1611,17568,6250.731818181817,51.1
1612,31758,10772.590909090908,60.7
1613,6359,3450.6535714285706,32.4
1614,37806,12779.766666666666,82.3
1617,5953,2998.1275862068965,24
1618,900,900.0,900
1620,6082,3383.7242424242427,79
1621,23847,8456.616883116883,65.1
1622,8100,2945.4700000000003,37.8
1623,37038,12499.362500000001,87.9
1624,6086,3550.25,38.5
1625,18291,6470.002040816325,39.5
1626,29664,10260.109859154927,58.7
1627,11022,4021.88,24.6
1628,4276,2156.9628865979384,13.4
1629,5264,2607.33448275862,20.9
1630,5862,3053.7625000000003,18.5
1631,4115,3186.25,400
1632,49664,19271.85,22.5
1633,5153,2821.5292682926834,3.5
1634,22276,8013.003125000001,53.8
1635,27102,9667.605405405408,12.6
1637,5718,2876.4907216494844,15.9
1640,30205.5,10580.985294117647,66.6
1641,49716,17830.213793103452,23.5
1642,6432,3365.0027027027027,18.7
1644,22959,8213.664044943818,77.5
1645,20426,6665.733333333334,43.1
1646,49571,19806.81923076923,100.9
1649,48442,3800.1828124999997,25.8
1652,6226,3271.579518072289,53.5
1653,36345,13108.125454545452,38.3
1654,27980,9456.872727272726,59.5
1655,25362,8790.288888888888,50.1
1658,3184,1692.7783132530117,42.6
1659,400,400.0,400
1660,47205,7858.520689655173,17.5
1663,6366,2616.04,20.4
1664,32990,11850.744736842105,63.3
1666,6157,3224.0216216216204,6.7
1667,8100,3020.9272727272723,25
1669,12514,4650.6625,28.2
1670,4088,2007.9360000000004,14.2
1671,6567,3313.435955056181,24.7
1672,28329,9689.300000000001,47.6
1673,4408,2344.401449275362,3.1
1674,8560,3196.523076923077,28.6
1675,4327,2197.5031578947373,13.7
1678,34674,12534.973118279568,24.9
1679,20194.5,6311.24,48.6
1680,29128,10588.097333333333,75.2
1682,24859,2413.688235294118,19.7
1683,15201,5531.183333333333,35.2
1684,49741,13709.741025641026,128.1
1685,46638,12330.747826086954,30.8
1686,7400,2347.128282828283,27.3
1688,5439,2864.4595505617986,20.7
1689,5058,2677.3533333333335,54.9
1690,6736,3321.458064516129,24.3
1691,2901,1438.9137931034484,9.2
1692,47634,10387.772222222218,14
1694,49235,16385.778301886796,22.6
1695,49938,12896.610370370374,38.8
1696,3239,1619.3923076923074,9.6
1698,28840,9777.114285714286,49.6
1699,5224,2741.9373626373635,50.4
1700,34419,12439.407407407409,51.8
1701,46975,13819.92772277228,24.8
1702,12201,4196.4220000000005,5.9
1704,6923,3624.5931034482765,27.9
1705,22555.5,8139.887654320989,46.9
1706,10500,1850.7671874999999,10.2
1708,21633,7570.069811320753,33.3
1709,27104,9354.572222222223,27.3
1711,7800,1996.7354838709678,12.9
1712,6104,3152.0,200
1713,47846,3140.2626086956534,3
1714,4951,2676.0294117647063,63.8
1715,48095,19229.963157894737,31.2
1716,22092,7747.372222222223,48.9
1719,4152,2094.5456790123453,15.8
1720,10400,3200.0,300
1721,9400,1815.3846153846155,100
1722,31578,10775.4,58.7
1725,71805,25392.16756756756,144.8
1726,20950,7289.043269230768,38.2
1728,12692,4492.651219512195,21.7
1730,6689,3455.11182795699,62.8
1731,4758,2498.0406593406583,36.6
1732,33231,11227.459090909091,35.1
1733,44401,6037.136363636365,89.9
1735,1100,1100.0,1100
1737,18378,6409.727272727271,41.3
1738,2997,1402.509090909091,1.4
1739,32004,10201.357142857143,65.2
1741,4785,2663.9971428571434,63.1
1742,35127,11957.312903225808,81.7
1743,4260,2167.5137931034474,12.7
1744,5648,2755.9913043478264,18.9
1745,15000,7433.333333333333,500
1749,68412,24507.737931034484,86.5
1750,37294,13341.856249999995,14
1751,11800,2587.9700000000003,7.4
1752,25653,8935.272222222222,44
1754,38492,17821.05,200
1756,27586,9768.94,19.9
1757,66152,23703.606976744184,25.7
1758,33537,10718.091666666667,90.6
1759,14982,5239.4875,12.9
1760,4871,2824.1565217391303,78.7
1761,15186,5055.380208333333,18.2
1762,28362,9398.816216216215,86.7
1763,34173,11656.45909090909,72.3
1765,5242,3341.725,37
1766,29412,10581.039999999999,50.3
1767,28928,10379.466666666669,36.8
1768,17172,6077.402597402599,31.9
1769,9500,2862.903703703704,10.9
1770,31526,11379.512676056342,62.3
1771,9400,2591.8816666666658,8
1772,72298,26091.91153846154,51.3
1773,4316,2269.9988235294118,3
1774,3255,1485.9777777777776,9.4
1775,6932,3601.565555555556,14.7
1777,33336,9884.35,78.6
1778,23463,8311.0,12.9
1779,35738,12935.83827160494,57.4
1780,37498,13597.175824175823,93.5
1781,9000,1794.2888888888892,13.7
1782,6542,3457.418072289157,74.4
1784,6686,3361.370786516854,17.1
1785,4892,3628.0,1100
1786,26811,9577.406741573035,23.4
1787,9900,5025.0,1100
1788,36337,2244.2384615384613,5.9
1789,12800,2564.0,100
1791,19573.5,6860.9375,44.1
1792,6151,3220.615714285714,50.9
1793,18652,6648.3775,47.1
1796,30015,10808.934482758621,51
1797,22702.5,8000.619354838707,55.4
1799,5101,2334.777777777778,1.5
1800,29059.5,9785.980000000001,50.4
1801,36574,13523.158823529411,2.9
1802,4827,2429.4688888888886,14.4
1803,8600,2112.287755102041,6.7
1804,48618,12930.482954545454,60.4
1805,48746,11171.202197802198,31.7
1806,5029,2643.497802197803,60.2
1809,30082,10001.953488372097,67.9
1810,26552,9328.511764705881,43.7
1811,35918,13387.93888888889,30.4
1812,3454,2636.0,1000
1813,49622,16922.673529411764,36.1
1815,26856,9501.371739130436,48.2
1816,4236,2139.283544303798,14.1
1817,700,700.0,700
1820,25156.5,8900.722388059701,24.8
1821,30571.5,10992.81627906977,60.9
1822,5210,2632.142696629214,18.1
1823,4941,3955.75,1000
1824,36102,12976.007042253517,42.7
1825,12808,4514.324137931035,44.7
1826,29034,10527.971428571427,35.6
1827,4753,2396.034567901235,12.9
1828,49074,16191.89857142857,83.5
1829,11144,4026.5139999999997,6.1
1830,17307,6133.571717171717,58.4
1831,6480,3428.48,67.3
1832,31082,10705.869999999999,54.6
1834,27330,9652.341176470589,58.5
1835,23936,8360.529411764706,24.3
1836,26466,8929.40909090909,40.3
1837,33654,12117.248235294117,22.9
1838,40687,9368.403846153846,54.8
1843,26448,9254.600000000002,132.8
1844,3242,1658.1144329896908,12.6
1846,3093,1744.1303030303034,42
1847,5679,2785.3947368421054,19.8
1848,8000,2710.6000000000004,21.7
1851,9354,3421.1723809523805,22.3
1852,11000,1770.0728260869569,10.4
1855,5172,3581.3333333333335,400
1856,3261,1769.5929824561404,39.1
1858,6648,3548.271428571429,49.3
1859,6848,3358.9956521739127,22.8
1861,22962,8185.203448275862,55.2
1862,59415,21574.03611111111,79.1
1865,6256,3145.5799999999995,25.6
1867,37395,13515.892592592592,64.4
1870,32150,11377.109677419354,23.3
1871,34552,12316.551515151516,56.2
1874,3151,1684.6816091954022,2.2
1875,4641,2459.488311688312,57.2
1877,6485,3409.3071428571425,61.6
1878,49422,10029.370491803282,12.5
1879,3039,1538.0815384615382,9.8
1880,49319,2109.1495798319334,10.2
1882,8782,3043.873170731708,21.9
1884,800,800.0,800
1885,44359,3733.757894736842,6.5
1886,40614,15043.88,70.9
1887,12618,4435.414285714287,26.3
1889,5841,3199.1439024390243,78.6
1891,11900,2117.407017543859,48.7
1892,4622,2448.2670886075953,56.5
1893,48058,18406.985714285714,45.1
1894,35859,10921.92,10.5
1895,26872,8467.807142857144,49.8
1896,47213,14236.361165048547,22.2
1897,49075,16505.833333333336,42.8
1898,15399,5442.180208333334,37.6
1899,4622,2016.94,18.1
1900,36498,12319.69090909091,18.3
1901,27086,9815.096296296297,94.7
1902,16856,5803.855555555556,39.4
1903,10900,2547.075,15.7
1904,13130,4802.3625,37.4
1905,22681.5,7769.118750000001,24.3
1908,6382,3195.635087719299,16.7
1909,3191,1695.0747252747256,39.4
1910,29804,9269.05,83.8
1911,24426,8396.406557377051,33.4
1912,6338,3347.084415584416,43.6
1913,8400,2372.0473684210524,12.9
1914,8900,2873.6983606557383,13
1916,10100,3552.854166666666,33.9
1917,4415,2599.3666666666663,54.1
1918,9520,3468.3364864864866,16.9
1919,35908.5,13065.09019607843,128.3
1920,12100,3283.9954545454543,16
1922,25014,8686.672727272728,65.9
1924,5266,3400.9818181818187,19.5
1925,5839,2936.8168674698795,22.5
1926,8500,2470.9224999999997,14
1927,3425,1709.562857142857,10.3
1930,6520,3397.932926829268,22.4
1931,14002.5,4756.899999999999,21.8
1932,19082,6385.462500000001,38.9
1934,16474,5472.169230769232,33.4
1935,74812,25152.78888888889,84
1936,3212,1805.325806451613,42.6
1937,4896,2588.403614457831,51.6
1938,36225,12963.177049180327,20.9
1939,74529,26425.794117647056,61.8
1940,4660,2471.208695652174,51.2
1941,24778.5,9008.968,51.4
1943,25032,12666.0,300
1944,26970,9526.701041666665,52.5
1945,25038,8806.767857142857,83
1947,6860,3596.255555555556,66.9
1948,49243,13386.203703703706,22.6
1949,17767.5,6221.847887323944,34.8
1952,23070,8273.58552631579,13.2
1954,3211,1580.6066666666666,12.3
1955,2946,1615.9976744186044,43.7
1957,11200,2519.21,29.6
1958,5338,2898.220408163265,31.6
1959,6830,3557.399999999999,29.6
1961,5764,3138.6133333333337,11.8
1962,69710,24466.280952380952,32.2
1963,34452,11704.950000000003,60.4
1964,6547,3733.0611111111098,64.7
1965,49169,11736.728155339806,30.3
1966,30850,11059.820833333333,47.9
1967,47112,10919.69,45.7
1969,15903,5651.168571428571,26.9
1970,33658.5,12248.350666666669,83.6
1971,14906,4960.709756097561,36.1
1972,5298,2668.3154639175254,19.1
1973,2996,1452.7,10.5
1974,14000,1309.5888888888896,2.9
1975,21318,7594.556896551722,38
1977,13008,4758.704000000001,25.5
1978,51303,17320.669444444447,82.4
1979,3021,1611.7901098901104,2.2
1980,15478.5,5588.775,39.8
1981,3277,1758.823287671233,39.4
1984,19599,7144.171794871792,38.5
1985,12800,2121.3066666666664,8.2
1986,18504,6485.831111111111,33.6
1987,28578,10199.872058823532,43.4
1988,300,300.0,300
1989,4220,2273.119607843137,46
1990,3253,1657.9655172413798,9.1
1991,32763,11207.633333333333,59.9
1993,31037,6971.799999999999,66.2
1994,49181,15686.475555555557,117.2
1996,35934,12296.150000000001,77.1
1997,6965,3180.3777777777777,18.9
1998,35202,12563.037209302327,54
1999,35592,12672.391860465115,83.3
2001,58653,21222.226984126984,77.9
2002,6060,3151.3232558139534,69.1
2003,70450,25387.70740740741,31.9
2004,36613.5,11367.875,87.7
2008,18660,6575.149473684211,36.9
2009,34714,12599.76,56.2
2010,5815,3092.4666666666662,62.4
2011,3016,1598.5804597701156,42.5
2012,6761,4276.638461538461,90.3
2013,27999,8803.557142857144,13.9
2015,10204,3681.7999999999997,15.9
2017,8700,2255.9269230769232,18.6
2020,5280,2660.6234567901233,22.2
2022,4652,2354.724137931035,12.6
2023,35286,12617.819791666669,15.7
2025,22708.5,8100.32142857143,38.6
2026,20544,6627.137500000001,44.7
2027,5214,2772.7999999999997,11.3
2028,48634,15456.126229508196,4.1
2029,12400,2600.0,100
2030,33816,12020.128571428573,62.7
2032,11766,4677.8,45.2
2033,16394,5793.885,27.5
2034,33642,10473.970000000001,39.3
2037,24864,8969.268888888888,51.7
2038,8194,2924.4052083333336,30.7
2039,49264,5290.440322580648,115.6
2040,11839.5,4194.946666666667,17
2041,10300,2811.6756097560983,16.9
2043,9825,3685.4758620689654,13.1
2044,27657,10020.90980392157,32.9
2045,6310,5007.5,1100
2046,9700,3088.942857142857,28.6
2047,4727,2605.1073170731706,69.6
2050,24616,8565.445679012346,29.3
2052,14828,5369.366666666667,30.3
2054,29853,10508.479166666666,21.1
2056,49746,10584.121782178216,4.3
2058,8500,2663.1545454545453,11.2
2059,16940,6189.637037037035,65.6
2060,22785,7683.3,64.9
2061,11600,2124.162385321101,49.5
2062,64642,23036.112499999996,105
2063,5885,2965.162666666667,20.4
2065,27972,8904.539999999999,13
2066,9200,2608.8,11.7
2067,32612,2424.655813953488,4
2068,10600,2017.458823529412,15.4
2070,18207,6126.546788990824,3
2072,36337.5,12908.103797468357,55.3
2074,34906.5,12317.095238095239,42.1
2075,3300,1642.46,14.3
2076,6179,4834.25,800
2077,6700,2362.547368421053,18.2
2078,21949.5,7736.686206896553,84.6
2082,49226,11730.740000000002,27.8
2083,35971.5,12072.914285714287,12.8
2084,30435,9457.720000000001,53
2086,69298,23268.511111111107,123
2087,49284,12792.527027027028,7.1
2088,7400,2640.363725490196,8.5
2090,5299,3149.5,1000
2091,12300,3598.9333333333334,16.7
2092,49797,10039.494285714283,6.2
2094,3433,2906.4,800
2095,29980,10171.284615384615,43.1
2096,22633.5,7613.779999999999,40.1
2099,49424,13995.28235294118,62.4
2101,8400,2484.0538461538463,10.4
2102,17238,5744.216666666667,35.5
2104,18555,6370.992857142856,54.8
2105,4718,2301.1380952380955,16.1
2106,18513,6132.844444444445,33
2107,15882,4760.175,58.7
2108,21092,6953.678571428572,44.5
2109,29972,4518.373333333333,44.2
2110,3076,1640.5999999999997,33.7
2111,49554,16431.14788732394,108.1
2112,15150,5113.258333333333,43.5
2113,15117,5316.05,9.8
2114,15648,4929.330769230769,29.7
2115,2910,1173.3,9.9
2117,17518,6068.241666666666,35.5
2119,12800,4504.838235294118,25
2121,33181.5,12062.070588235294,110.3
2122,49614,13753.958400000005,95.8
2123,3212,1710.4177215189877,43.3
2124,32146.5,11515.853191489361,32.3
2128,5424,2717.8266666666673,16
2130,47737,18719.742857142857,200
2131,6087,2900.7923076923075,17.8
2132,32289,11574.342499999997,59.7
2137,29380,10024.580898876402,41.8
2139,42494,14069.146511627905,110.1
2140,7900,1853.28829787234,18.3
2143,33669,11367.793749999999,84.1
2144,47618,11668.94418604651,3
2146,29739,10797.704597701151,74.8
2147,6672,2744.5153846153844,34.5
2148,11400,2066.6848484848483,20.5
2149,5523,3792.633333333333,63.8
2150,3381,1712.7814814814822,10.7
2151,15156,5200.82,26.6
2153,46166,16171.554545454546,79.1
2154,3189,1711.0704918032786,2.2
2155,8200,1849.5794520547947,11.1
2156,36349.5,12327.014285714284,62.2
2157,20462,7387.153333333334,41.5
2159,34264,11663.142307692307,78.6
2160,13689,3984.0,47
2161,41227,7993.352112676056,6.7
2163,28422,9973.970000000001,53.6
2164,32449.5,11012.52857142857,59.2
2167,36552,11986.912903225808,83.9
2170,74770,26643.128124999996,90
2175,48902,13594.132710280375,9.6
2176,47189,17668.680434782607,46.2
2177,5123,2585.4432989690713,21.5
2178,34132.5,12357.687179487179,66
2179,49133,13116.691228070176,100
2180,14200,2000.0,200
2185,5266,2883.9209302325585,18.5
2186,5492,2768.595294117648,18.3
2189,31173,11217.246666666666,31.7
2190,31846,7085.736363636364,108.4
2191,19696,6482.875,42.4
2192,32352,11045.999999999998,35.5
2193,10000,4097.783333333334,14
2195,24981,8965.091071428573,42.2
2199,8500,1979.1356435643568,13
2201,3144,1589.678481012658,8.3
2203,6686,3326.853488372094,25
