client_id,account_id,district_id,birthday,gender,dem_name,dem_region
1463,1212,70,360126,f,Karvina,north Moravia
1464,1213,36,280401,f,Liberec,north Bohemia
1466,1214,39,530822,m,Most,north Bohemia
1467,1215,65,240930,m,Znojmo,south Moravia
1468,1216,77,400416,f,Vsetin,north Moravia
1469,1217,69,660914,f,Jesenik,north Moravia
1470,1218,1,420504,m,Hl.m. Praha,Prague
1472,1219,1,670910,f,Hl.m. Praha,Prague
1473,1220,1,311206,f,Hl.m. Praha,Prague
1474,1221,45,711215,f,Jicin,east Bohemia
1475,1222,66,320331,m,Zdar nad Sazavou,south Moravia
1476,1223,70,701130,m,Karvina,north Moravia
1478,1225,4,690821,m,Kladno,central Bohemia
1479,1226,1,560622,m,Hl.m. Praha,Prague
1480,1227,69,430528,m,Jesenik,north Moravia
1481,1228,62,331123,f,Uherske Hradiste,south Moravia
1482,1229,46,500328,f,Nachod,east Bohemia
1483,1230,1,510510,f,Hl.m. Praha,Prague
1485,1231,7,780514,m,Melnik,central Bohemia
1487,1232,48,760827,f,Rychnov nad Kneznou,east Bohemia
1488,1233,31,610109,m,Tachov,west Bohemia
1489,1234,6,280124,m,Kutna Hora,central Bohemia
1490,1235,76,280420,m,Sumperk,north Moravia
1491,1236,19,820421,m,Prachatice,south Bohemia
1492,1237,9,680509,f,Nymburk,central Bohemia
1493,1238,1,221229,m,Hl.m. Praha,Prague
1495,1239,1,310210,f,Hl.m. Praha,Prague
1496,1240,1,420608,f,Hl.m. Praha,Prague
1497,1241,53,480803,f,Blansko,south Moravia
1499,1242,74,511129,f,Ostrava - mesto,north Moravia
1500,1243,1,811212,m,Hl.m. Praha,Prague
1501,1244,68,460122,m,Frydek - Mistek,north Moravia
1502,1245,68,730124,m,Frydek - Mistek,north Moravia
1503,1246,58,220901,m,Jihlava,south Moravia
1505,1247,25,710625,f,Klatovy,west Bohemia
1506,1248,22,310625,m,Domazlice,west Bohemia
1508,1249,67,540630,f,Bruntal,north Moravia
1509,1250,62,420419,f,Uherske Hradiste,south Moravia
1510,1251,34,480130,f,Chomutov,north Bohemia
1511,1252,13,620306,f,Rakovnik,central Bohemia
1512,1253,5,420811,f,Kolin,central Bohemia
1513,1254,74,590821,m,Ostrava - mesto,north Moravia
1514,1255,68,570802,m,Frydek - Mistek,north Moravia
1516,1256,38,461017,f,Louny,north Bohemia
1517,1257,66,561002,m,Zdar nad Sazavou,south Moravia
1518,1258,3,600728,f,Beroun,central Bohemia
1520,1259,72,561105,m,Olomouc,north Moravia
1521,1260,5,791010,m,Kolin,central Bohemia
1522,1261,52,680514,f,Usti nad Orlici,east Bohemia
1523,1262,29,310830,f,Rokycany,west Bohemia
1524,1263,30,620113,f,Sokolov,west Bohemia
1525,1264,1,430309,m,Hl.m. Praha,Prague
1527,1265,49,341218,m,Semily,east Bohemia
1528,1266,57,640320,m,Hodonin,south Moravia
1529,1267,43,720620,f,Hradec Kralove,east Bohemia
1530,1268,74,450806,f,Ostrava - mesto,north Moravia
1531,1269,52,600628,f,Usti nad Orlici,east Bohemia
1533,1270,55,601222,m,Brno - venkov,south Moravia
1534,1271,17,521222,f,Pelhrimov,south Bohemia
1535,1272,40,361028,m,Teplice,north Bohemia
1536,1273,37,671013,f,Litomerice,north Bohemia
1537,1274,54,791207,m,Brno - mesto,south Moravia
1539,1275,32,231119,m,Ceska Lipa,north Bohemia
1540,1276,36,371107,m,Liberec,north Bohemia
1542,1277,31,191208,m,Tachov,west Bohemia
1546,1279,28,300413,m,Plzen - sever,west Bohemia
1548,1280,70,230304,m,Karvina,north Moravia
1550,1281,8,461121,f,Mlada Boleslav,central Bohemia
1554,1284,55,441215,m,Brno - venkov,south Moravia
1555,1285,65,500914,m,Znojmo,south Moravia
1556,1286,66,500402,m,Zdar nad Sazavou,south Moravia
1557,1287,35,591214,f,Jablonec n. Nisou,north Bohemia
1558,1288,11,270125,f,Praha - zapad,central Bohemia
1559,1289,72,401020,m,Olomouc,north Moravia
1561,1291,1,230916,f,Hl.m. Praha,Prague
1563,1292,3,780806,m,Beroun,central Bohemia
1564,1293,40,470625,f,Teplice,north Bohemia
1565,1294,71,600519,m,Novy Jicin,north Moravia
1566,1295,15,661020,f,Cesky Krumlov,south Bohemia
1567,1296,50,300419,m,Svitavy,east Bohemia
1569,1297,70,560717,f,Karvina,north Moravia
1571,1298,7,671015,f,Melnik,central Bohemia
1572,1299,1,631212,f,Hl.m. Praha,Prague
1574,1301,18,790218,m,Pisek,south Bohemia
1575,1302,55,231006,f,Brno - venkov,south Moravia
1577,1303,23,440419,m,Cheb,west Bohemia
1578,1304,40,710815,f,Teplice,north Bohemia
1579,1305,57,631013,m,Hodonin,south Moravia
1580,1306,1,680618,f,Hl.m. Praha,Prague
1581,1307,56,630415,f,Breclav,south Moravia
1582,1308,54,340214,m,Brno - mesto,south Moravia
1583,1309,1,720108,f,Hl.m. Praha,Prague
1584,1310,1,620129,f,Hl.m. Praha,Prague
1585,1311,60,350720,m,Prostejov,south Moravia
1587,1312,23,280505,m,Cheb,west Bohemia
1588,1313,45,501029,m,Jicin,east Bohemia
1589,1314,48,511127,f,Rychnov nad Kneznou,east Bohemia
1590,1315,13,400810,f,Rakovnik,central Bohemia
1591,1316,42,530707,f,Havlickuv Brod,east Bohemia
1592,1317,56,280411,m,Breclav,south Moravia
1594,1318,56,390929,m,Breclav,south Moravia
1595,1319,56,541216,f,Breclav,south Moravia
1596,1320,58,781022,f,Jihlava,south Moravia
1597,1321,60,560510,m,Prostejov,south Moravia
1598,1322,17,250425,m,Pelhrimov,south Bohemia
1599,1323,43,641008,m,Hradec Kralove,east Bohemia
1601,1324,42,690329,f,Havlickuv Brod,east Bohemia
1603,1325,26,680827,m,Plzen - mesto,west Bohemia
1605,1326,52,800921,f,Usti nad Orlici,east Bohemia
1606,1327,65,820902,m,Znojmo,south Moravia
1607,1328,8,410526,f,Mlada Boleslav,central Bohemia
1608,1329,53,411111,m,Blansko,south Moravia
1610,1330,68,420423,f,Frydek - Mistek,north Moravia
1611,1331,59,631202,f,Kromeriz,south Moravia
1613,1332,59,610115,m,Kromeriz,south Moravia
1614,1333,21,380518,m,Tabor,south Bohemia
1615,1334,74,520428,f,Ostrava - mesto,north Moravia
1616,1335,54,380523,m,Brno - mesto,south Moravia
1617,1336,5,500430,f,Kolin,central Bohemia
1618,1337,23,791207,f,Cheb,west Bohemia
1619,1338,74,420127,f,Ostrava - mesto,north Moravia
1621,1339,76,520405,f,Sumperk,north Moravia
1622,1340,52,501012,m,Usti nad Orlici,east Bohemia
1623,1341,36,630709,m,Liberec,north Bohemia
1624,1342,9,650910,m,Nymburk,central Bohemia
1628,1344,12,570325,f,Pribram,central Bohemia
1629,1345,28,660901,m,Plzen - sever,west Bohemia
1631,1346,74,760430,m,Ostrava - mesto,north Moravia
1632,1347,8,430220,f,Mlada Boleslav,central Bohemia
1633,1348,55,720828,f,Brno - venkov,south Moravia
1635,1349,75,300902,f,Prerov,north Moravia
1637,1350,21,431020,m,Tabor,south Bohemia
1638,1351,40,540130,f,Teplice,north Bohemia
1639,1352,1,590501,f,Hl.m. Praha,Prague
1640,1353,51,530613,f,Trutnov,east Bohemia
1641,1354,31,230128,f,Tachov,west Bohemia
1642,1355,1,591010,f,Hl.m. Praha,Prague
1643,1356,39,760417,f,Most,north Bohemia
1644,1357,56,760606,m,Breclav,south Moravia
1645,1358,39,610310,f,Most,north Bohemia
1646,1359,8,660317,m,Mlada Boleslav,central Bohemia
1647,1360,71,780326,f,Novy Jicin,north Moravia
1648,1361,46,520312,m,Nachod,east Bohemia
1650,1362,1,530329,m,Hl.m. Praha,Prague
1651,1363,11,660710,f,Praha - zapad,central Bohemia
1653,1365,42,440619,m,Havlickuv Brod,east Bohemia
1654,1366,60,631208,m,Prostejov,south Moravia
1655,1367,74,720204,m,Ostrava - mesto,north Moravia
1656,1368,22,680618,f,Domazlice,west Bohemia
1657,1369,32,351002,m,Ceska Lipa,north Bohemia
1658,1370,52,290821,f,Usti nad Orlici,east Bohemia
1659,1371,1,371215,f,Hl.m. Praha,Prague
1660,1372,1,821211,f,Hl.m. Praha,Prague
1661,1373,47,530416,f,Pardubice,east Bohemia
1662,1374,53,670907,m,Blansko,south Moravia
1663,1375,19,570429,m,Prachatice,south Bohemia
1664,1376,64,181110,f,Zlin,south Moravia
1666,1377,1,410831,m,Hl.m. Praha,Prague
1668,1378,59,490817,f,Kromeriz,south Moravia
1669,1379,47,521025,m,Pardubice,east Bohemia
1670,1380,53,610507,m,Blansko,south Moravia
1671,1381,57,310915,f,Hodonin,south Moravia
1673,1382,48,720709,m,Rychnov nad Kneznou,east Bohemia
1674,1383,11,201027,f,Praha - zapad,central Bohemia
1675,1384,74,400215,m,Ostrava - mesto,north Moravia
1676,1385,53,530203,m,Blansko,south Moravia
1679,1387,67,420417,f,Bruntal,north Moravia
1680,1388,29,750328,f,Rokycany,west Bohemia
1681,1389,34,401125,m,Chomutov,north Bohemia
1682,1390,69,560907,m,Jesenik,north Moravia
1683,1391,15,511224,f,Cesky Krumlov,south Bohemia
1685,1392,60,440421,f,Prostejov,south Moravia
1686,1393,1,471108,f,Hl.m. Praha,Prague
1688,1394,32,230810,m,Ceska Lipa,north Bohemia
1689,1395,1,361204,m,Hl.m. Praha,Prague
1690,1396,46,470817,f,Nachod,east Bohemia
1691,1397,17,780208,f,Pelhrimov,south Bohemia
1692,1398,62,720207,m,Uherske Hradiste,south Moravia
1693,1399,45,800706,f,Jicin,east Bohemia
1696,1401,1,230321,f,Hl.m. Praha,Prague
1697,1402,74,640110,f,Ostrava - mesto,north Moravia
1699,1403,17,550311,m,Pelhrimov,south Bohemia
1700,1404,7,490309,m,Melnik,central Bohemia
1702,1405,53,730407,f,Blansko,south Moravia
1703,1406,50,180111,m,Svitavy,east Bohemia
1705,1407,19,460701,f,Prachatice,south Bohemia
1707,1408,10,510218,m,Praha - vychod,central Bohemia
1709,1410,74,521213,f,Ostrava - mesto,north Moravia
1710,1411,54,440211,m,Brno - mesto,south Moravia
1711,1412,64,620614,f,Zlin,south Moravia
1713,1413,65,350421,m,Znojmo,south Moravia
1714,1414,58,450522,m,Jihlava,south Moravia
1717,1416,66,790307,f,Zdar nad Sazavou,south Moravia
1718,1417,75,380727,m,Prerov,north Moravia
1719,1418,35,700809,m,Jablonec n. Nisou,north Bohemia
1720,1419,33,340224,f,Decin,north Bohemia
1722,1420,68,331001,m,Frydek - Mistek,north Moravia
1723,1421,71,810228,f,Novy Jicin,north Moravia
1724,1422,68,341021,f,Frydek - Mistek,north Moravia
1725,1423,76,590118,f,Sumperk,north Moravia
1727,1424,32,510121,m,Ceska Lipa,north Bohemia
1729,1425,76,470516,m,Sumperk,north Moravia
1730,1426,40,321215,m,Teplice,north Bohemia
1731,1427,17,681130,f,Pelhrimov,south Bohemia
1733,1429,57,740720,f,Hodonin,south Moravia
1734,1430,26,751110,m,Plzen - mesto,west Bohemia
1736,1431,41,790417,f,Usti nad Labem,north Bohemia
1737,1432,27,550730,m,Plzen - jih,west Bohemia
1741,1434,70,320702,m,Karvina,north Moravia
1742,1435,1,540606,m,Hl.m. Praha,Prague
1743,1436,3,590727,m,Beroun,central Bohemia
1744,1437,50,691228,f,Svitavy,east Bohemia
1745,1438,23,591018,f,Cheb,west Bohemia
1746,1439,11,590910,f,Praha - zapad,central Bohemia
1748,1440,55,761231,m,Brno - venkov,south Moravia
1749,1441,50,281117,f,Svitavy,east Bohemia
1750,1442,23,641231,m,Cheb,west Bohemia
1751,1443,54,590124,m,Brno - mesto,south Moravia
1752,1444,70,781123,m,Karvina,north Moravia
1753,1445,60,790226,f,Prostejov,south Moravia
1754,1446,57,790529,m,Hodonin,south Moravia
1755,1447,65,650818,f,Znojmo,south Moravia
1756,1448,1,360708,m,Hl.m. Praha,Prague
1758,1449,35,471113,m,Jablonec n. Nisou,north Bohemia
1759,1450,63,230116,f,Vyskov,south Moravia
1760,1451,64,230307,m,Zlin,south Moravia
1761,1452,45,480423,m,Jicin,east Bohemia
1762,1453,61,561230,m,Trebic,south Moravia
1763,1454,46,671207,m,Nachod,east Bohemia
1764,1455,66,710709,m,Zdar nad Sazavou,south Moravia
1765,1456,9,750803,m,Nymburk,central Bohemia
1768,1458,29,510427,m,Rokycany,west Bohemia
1769,1459,12,490805,m,Pribram,central Bohemia
1771,1460,54,271020,f,Brno - mesto,south Moravia
1772,1461,73,790921,f,Opava,north Moravia
1774,1463,32,711005,f,Ceska Lipa,north Bohemia
1775,1464,73,431208,m,Opava,north Moravia
1776,1465,30,541024,f,Sokolov,west Bohemia
1777,1466,69,630108,f,Jesenik,north Moravia
1779,1467,37,351126,m,Litomerice,north Bohemia
1780,1468,54,541209,f,Brno - mesto,south Moravia
1781,1469,67,240816,m,Bruntal,north Moravia
1782,1470,19,481224,m,Prachatice,south Bohemia
1783,1471,1,461005,f,Hl.m. Praha,Prague
1784,1472,2,801102,f,Benesov,central Bohemia
1785,1473,39,751125,m,Most,north Bohemia
1786,1474,63,340625,f,Vyskov,south Moravia
1788,1475,1,500323,m,Hl.m. Praha,Prague
1789,1476,61,330807,f,Trebic,south Moravia
1790,1477,1,530528,m,Hl.m. Praha,Prague
1791,1478,5,660512,f,Kolin,central Bohemia
1792,1479,54,750901,m,Brno - mesto,south Moravia
1793,1480,41,450317,f,Usti nad Labem,north Bohemia
1794,1481,15,400330,f,Cesky Krumlov,south Bohemia
1795,1482,38,600228,f,Louny,north Bohemia
1796,1483,10,381123,m,Praha - vychod,central Bohemia
1798,1484,70,330708,m,Karvina,north Moravia
1799,1485,36,590626,m,Liberec,north Bohemia
1800,1486,63,430928,f,Vyskov,south Moravia
1801,1487,66,700101,m,Zdar nad Sazavou,south Moravia
1803,1488,25,460512,f,Klatovy,west Bohemia
1806,1490,5,520103,m,Kolin,central Bohemia
1807,1491,47,350630,m,Pardubice,east Bohemia
1809,1492,24,310512,m,Karlovy Vary,west Bohemia
1810,1493,41,190630,m,Usti nad Labem,north Bohemia
1811,1494,1,390329,m,Hl.m. Praha,Prague
1812,1495,36,470517,f,Liberec,north Bohemia
1814,1496,57,400312,m,Hodonin,south Moravia
1815,1497,1,770224,f,Hl.m. Praha,Prague
1816,1498,62,510724,m,Uherske Hradiste,south Moravia
1817,1499,47,531206,f,Pardubice,east Bohemia
1819,1500,43,790420,f,Hradec Kralove,east Bohemia
1820,1501,50,281120,f,Svitavy,east Bohemia
1821,1502,1,410424,m,Hl.m. Praha,Prague
1822,1503,71,220913,f,Novy Jicin,north Moravia
1823,1504,1,780807,f,Hl.m. Praha,Prague
1824,1505,69,600803,m,Jesenik,north Moravia
1825,1506,51,740424,f,Trutnov,east Bohemia
1826,1507,35,370912,m,Jablonec n. Nisou,north Bohemia
1828,1508,69,621114,m,Jesenik,north Moravia
1829,1509,51,420816,f,Trutnov,east Bohemia
1830,1510,33,520203,m,Decin,north Bohemia
1831,1511,51,761009,m,Trutnov,east Bohemia
1832,1512,1,660731,f,Hl.m. Praha,Prague
1833,1513,30,661115,m,Sokolov,west Bohemia
1834,1514,7,270219,m,Melnik,central Bohemia
1836,1515,11,440307,f,Praha - zapad,central Bohemia
1837,1516,67,570113,m,Bruntal,north Moravia
1839,1517,5,361218,f,Kolin,central Bohemia
1841,1518,67,530323,f,Bruntal,north Moravia
1842,1519,9,430913,m,Nymburk,central Bohemia
1843,1520,48,390125,f,Rychnov nad Kneznou,east Bohemia
1844,1521,74,220203,f,Ostrava - mesto,north Moravia
1846,1522,48,801212,m,Rychnov nad Kneznou,east Bohemia
1847,1523,52,790130,f,Usti nad Orlici,east Bohemia
1848,1524,6,240702,f,Kutna Hora,central Bohemia
1849,1525,57,220924,f,Hodonin,south Moravia
1850,1526,52,420705,f,Usti nad Orlici,east Bohemia
1851,1527,31,750912,f,Tachov,west Bohemia
1852,1528,50,620905,m,Svitavy,east Bohemia
1853,1529,1,650818,m,Hl.m. Praha,Prague
1854,1530,70,320527,f,Karvina,north Moravia
1856,1532,54,680822,f,Brno - mesto,south Moravia
1860,1534,1,641031,f,Hl.m. Praha,Prague
1861,1535,46,570715,m,Nachod,east Bohemia
1862,1536,41,771009,f,Usti nad Labem,north Bohemia
1863,1537,54,520216,m,Brno - mesto,south Moravia
1864,1538,22,480314,m,Domazlice,west Bohemia
1866,1539,1,420611,f,Hl.m. Praha,Prague
1867,1540,1,440924,f,Hl.m. Praha,Prague
1868,1541,60,800216,m,Prostejov,south Moravia
1869,1542,1,330214,f,Hl.m. Praha,Prague
1871,1543,1,800220,f,Hl.m. Praha,Prague
1872,1544,69,630124,f,Jesenik,north Moravia
1874,1545,1,461020,m,Hl.m. Praha,Prague
1875,1546,15,761019,m,Cesky Krumlov,south Bohemia
1876,1547,72,510701,m,Olomouc,north Moravia
1877,1548,47,570821,f,Pardubice,east Bohemia
1879,1549,21,440402,f,Tabor,south Bohemia
1880,1550,1,740808,m,Hl.m. Praha,Prague
1881,1551,72,340124,m,Olomouc,north Moravia
1883,1552,18,611027,f,Pisek,south Bohemia
1884,1553,59,760126,f,Kromeriz,south Moravia
1885,1554,47,700107,f,Pardubice,east Bohemia
1886,1555,34,200407,m,Chomutov,north Bohemia
1887,1556,54,260715,m,Brno - mesto,south Moravia
1888,1557,66,180924,f,Zdar nad Sazavou,south Moravia
1889,1558,32,570728,f,Ceska Lipa,north Bohemia
1890,1559,14,550814,f,Ceske Budejovice,south Bohemia
1891,1560,62,590304,f,Uherske Hradiste,south Moravia
1892,1561,66,280326,m,Zdar nad Sazavou,south Moravia
1894,1562,1,471105,f,Hl.m. Praha,Prague
1895,1563,47,651103,f,Pardubice,east Bohemia
1896,1564,48,820208,m,Rychnov nad Kneznou,east Bohemia
1897,1565,36,690307,f,Liberec,north Bohemia
1898,1566,73,610801,m,Opava,north Moravia
1899,1567,10,410703,m,Praha - vychod,central Bohemia
1900,1568,23,651122,m,Cheb,west Bohemia
1903,1570,1,390830,f,Hl.m. Praha,Prague
1904,1571,66,410222,m,Zdar nad Sazavou,south Moravia
1905,1572,72,490518,f,Olomouc,north Moravia
1906,1573,63,220707,m,Vyskov,south Moravia
1907,1574,75,280908,f,Prerov,north Moravia
1908,1575,1,200117,m,Hl.m. Praha,Prague
1909,1576,35,440316,f,Jablonec n. Nisou,north Bohemia
1910,1577,67,461108,m,Bruntal,north Moravia
1911,1578,48,380421,f,Rychnov nad Kneznou,east Bohemia
1912,1579,57,720226,m,Hodonin,south Moravia
1913,1580,69,680415,m,Jesenik,north Moravia
1914,1581,39,420620,f,Most,north Bohemia
1916,1582,28,260719,m,Plzen - sever,west Bohemia
1917,1583,69,690313,f,Jesenik,north Moravia
1919,1584,30,490504,m,Sokolov,west Bohemia
1920,1585,42,750807,m,Havlickuv Brod,east Bohemia
1921,1586,1,461026,f,Hl.m. Praha,Prague
1923,1587,1,580507,f,Hl.m. Praha,Prague
1924,1588,67,380529,m,Bruntal,north Moravia
1925,1589,37,380623,m,Litomerice,north Bohemia
1927,1590,77,520426,m,Vsetin,north Moravia
1929,1591,65,550815,f,Znojmo,south Moravia
1930,1592,38,340221,f,Louny,north Bohemia
1931,1593,16,421114,f,Jindrichuv Hradec,south Bohemia
1932,1594,15,400121,f,Cesky Krumlov,south Bohemia
1934,1596,70,331121,f,Karvina,north Moravia
1935,1597,68,290512,f,Frydek - Mistek,north Moravia
1936,1598,15,551016,f,Cesky Krumlov,south Bohemia
1938,1599,57,390930,f,Hodonin,south Moravia
1939,1600,1,250814,m,Hl.m. Praha,Prague
1941,1601,10,210712,f,Praha - vychod,central Bohemia
1943,1602,33,260211,m,Decin,north Bohemia
1944,1603,1,570122,f,Hl.m. Praha,Prague
1945,1604,54,540603,m,Brno - mesto,south Moravia
1946,1605,72,350719,m,Olomouc,north Moravia
1947,1606,23,810208,m,Cheb,west Bohemia
1948,1607,71,390219,f,Novy Jicin,north Moravia
1950,1608,26,290706,m,Plzen - mesto,west Bohemia
1951,1609,41,710429,m,Usti nad Labem,north Bohemia
1952,1610,52,710309,f,Usti nad Orlici,east Bohemia
1954,1611,69,520728,m,Jesenik,north Moravia
1955,1612,66,711028,f,Zdar nad Sazavou,south Moravia
1956,1613,1,250709,f,Hl.m. Praha,Prague
1957,1614,63,720304,m,Vyskov,south Moravia
1959,1615,1,201226,m,Hl.m. Praha,Prague
1960,1616,22,460823,m,Domazlice,west Bohemia
1961,1617,45,200604,f,Jicin,east Bohemia
1962,1618,6,501118,m,Kutna Hora,central Bohemia
1963,1619,38,450612,m,Louny,north Bohemia
1964,1620,17,310805,m,Pelhrimov,south Bohemia
1965,1621,75,390810,m,Prerov,north Moravia
1966,1622,19,480701,f,Prachatice,south Bohemia
1967,1623,1,631115,f,Hl.m. Praha,Prague
1969,1624,53,260826,f,Blansko,south Moravia
1970,1625,1,471105,f,Hl.m. Praha,Prague
1971,1626,3,690314,f,Beroun,central Bohemia
1972,1627,1,460429,f,Hl.m. Praha,Prague
1973,1628,60,310913,f,Prostejov,south Moravia
1974,1629,10,180714,m,Praha - vychod,central Bohemia
1976,1630,72,181012,m,Olomouc,north Moravia
1977,1631,10,351025,f,Praha - vychod,central Bohemia
1978,1632,18,520522,f,Pisek,south Bohemia
1979,1633,51,260319,f,Trutnov,east Bohemia
1980,1634,77,590430,m,Vsetin,north Moravia
1981,1635,19,700922,f,Prachatice,south Bohemia
1982,1636,53,770708,m,Blansko,south Moravia
1984,1637,1,260829,m,Hl.m. Praha,Prague
1985,1638,6,371213,m,Kutna Hora,central Bohemia
1988,1640,13,520504,m,Rakovnik,central Bohemia
1989,1641,50,390113,f,Svitavy,east Bohemia
1991,1642,64,181109,m,Zlin,south Moravia
1993,1644,1,750621,m,Hl.m. Praha,Prague
1995,1645,50,410410,f,Svitavy,east Bohemia
1996,1646,1,370320,m,Hl.m. Praha,Prague
1997,1647,1,771109,f,Hl.m. Praha,Prague
1998,1648,40,781215,f,Teplice,north Bohemia
1999,1649,46,820210,f,Nachod,east Bohemia
2000,1650,39,420509,f,Most,north Bohemia
2001,1651,34,770805,f,Chomutov,north Bohemia
2002,1652,74,181126,f,Ostrava - mesto,north Moravia
2004,1653,1,740203,f,Hl.m. Praha,Prague
2005,1654,30,791003,m,Sokolov,west Bohemia
2006,1655,41,620822,f,Usti nad Labem,north Bohemia
2008,1656,47,400607,m,Pardubice,east Bohemia
2009,1657,12,360116,m,Pribram,central Bohemia
2010,1658,73,520812,m,Opava,north Moravia
2011,1659,46,251118,f,Nachod,east Bohemia
2013,1660,1,400710,f,Hl.m. Praha,Prague
2015,1662,1,681115,f,Hl.m. Praha,Prague
2016,1663,55,341009,m,Brno - venkov,south Moravia
2018,1664,56,450825,f,Breclav,south Moravia
2019,1665,73,320928,m,Opava,north Moravia
2021,1666,67,191208,m,Bruntal,north Moravia
2022,1667,56,391112,m,Breclav,south Moravia
2024,1668,62,340415,m,Uherske Hradiste,south Moravia
2025,1669,39,411231,m,Most,north Bohemia
2027,1670,12,300122,m,Pribram,central Bohemia
2029,1671,6,230919,f,Kutna Hora,central Bohemia
2030,1672,5,800804,f,Kolin,central Bohemia
2031,1673,53,261215,m,Blansko,south Moravia
2032,1674,1,430321,m,Hl.m. Praha,Prague
2034,1675,36,260612,m,Liberec,north Bohemia
2037,1677,69,480826,f,Jesenik,north Moravia
2038,1678,1,800329,f,Hl.m. Praha,Prague
2039,1679,68,690120,f,Frydek - Mistek,north Moravia
2040,1680,59,440807,m,Kromeriz,south Moravia
2041,1681,68,560811,m,Frydek - Mistek,north Moravia
2042,1682,49,820704,m,Semily,east Bohemia
2043,1683,77,540915,f,Vsetin,north Moravia
2044,1684,32,610918,f,Ceska Lipa,north Bohemia
2045,1685,28,560822,m,Plzen - sever,west Bohemia
2047,1686,11,430725,f,Praha - zapad,central Bohemia
2048,1687,23,280603,f,Cheb,west Bohemia
2049,1688,70,270220,m,Karvina,north Moravia
2051,1689,55,181207,f,Brno - venkov,south Moravia
2053,1690,16,180207,m,Jindrichuv Hradec,south Bohemia
2054,1691,48,481206,m,Rychnov nad Kneznou,east Bohemia
2055,1692,56,760831,f,Breclav,south Moravia
2056,1693,1,781209,m,Hl.m. Praha,Prague
2057,1694,6,760102,f,Kutna Hora,central Bohemia
2058,1695,76,710302,m,Sumperk,north Moravia
2059,1696,43,720630,m,Hradec Kralove,east Bohemia
2061,1697,63,530727,m,Vyskov,south Moravia
2063,1698,68,500926,f,Frydek - Mistek,north Moravia
2064,1699,53,260730,m,Blansko,south Moravia
2065,1700,64,780820,m,Zlin,south Moravia
2066,1701,1,721027,m,Hl.m. Praha,Prague
2067,1702,56,791020,m,Breclav,south Moravia
2068,1703,72,300524,f,Olomouc,north Moravia
2069,1704,70,230101,f,Karvina,north Moravia
2070,1705,70,720723,f,Karvina,north Moravia
2071,1706,1,731219,m,Hl.m. Praha,Prague
2072,1707,75,440209,f,Prerov,north Moravia
2073,1708,22,560208,m,Domazlice,west Bohemia
2074,1709,24,610916,f,Karlovy Vary,west Bohemia
2075,1710,74,220129,m,Ostrava - mesto,north Moravia
2076,1711,63,570207,f,Vyskov,south Moravia
2077,1712,44,300301,f,Chrudim,east Bohemia
2078,1713,43,780803,f,Hradec Kralove,east Bohemia
2079,1714,72,250529,f,Olomouc,north Moravia
2080,1715,60,631226,m,Prostejov,south Moravia
2081,1716,46,721106,f,Nachod,east Bohemia
2082,1717,67,330204,m,Bruntal,north Moravia
2083,1718,71,430312,m,Novy Jicin,north Moravia
2084,1719,1,290216,f,Hl.m. Praha,Prague
2086,1720,35,541029,f,Jablonec n. Nisou,north Bohemia
2087,1721,68,770929,m,Frydek - Mistek,north Moravia
2088,1722,32,480826,f,Ceska Lipa,north Bohemia
2089,1723,70,670609,f,Karvina,north Moravia
2091,1724,48,280117,f,Rychnov nad Kneznou,east Bohemia
2092,1725,72,450321,m,Olomouc,north Moravia
2093,1726,48,700624,m,Rychnov nad Kneznou,east Bohemia
2095,1727,9,740430,m,Nymburk,central Bohemia
2096,1728,74,740906,f,Ostrava - mesto,north Moravia
2097,1729,53,361111,m,Blansko,south Moravia
2099,1730,1,180116,m,Hl.m. Praha,Prague
2100,1731,33,310929,f,Decin,north Bohemia
2102,1732,51,410527,m,Trutnov,east Bohemia
2103,1733,18,440204,f,Pisek,south Bohemia
2104,1734,37,480108,m,Litomerice,north Bohemia
2105,1735,42,470718,f,Havlickuv Brod,east Bohemia
2106,1736,74,210321,f,Ostrava - mesto,north Moravia
2108,1737,77,450421,f,Vsetin,north Moravia
2109,1738,15,500514,f,Cesky Krumlov,south Bohemia
2110,1739,3,671103,f,Beroun,central Bohemia
2111,1740,57,240529,f,Hodonin,south Moravia
2112,1741,21,270915,m,Tabor,south Bohemia
2113,1742,68,370404,m,Frydek - Mistek,north Moravia
2114,1743,51,180821,m,Trutnov,east Bohemia
2116,1744,76,300614,m,Sumperk,north Moravia
2117,1745,53,450228,m,Blansko,south Moravia
2118,1746,1,701112,m,Hl.m. Praha,Prague
2119,1747,30,600518,f,Sokolov,west Bohemia
2121,1749,64,790925,m,Zlin,south Moravia
2122,1750,1,700717,f,Hl.m. Praha,Prague
2123,1751,53,820517,m,Blansko,south Moravia
2124,1752,68,490114,f,Frydek - Mistek,north Moravia
2125,1753,71,750412,m,Novy Jicin,north Moravia
2126,1754,52,750328,f,Usti nad Orlici,east Bohemia
2128,1756,38,550813,f,Louny,north Bohemia
2129,1757,75,621207,m,Prerov,north Moravia
2130,1758,21,451029,f,Tabor,south Bohemia
2131,1759,39,750211,f,Most,north Bohemia
2133,1760,53,211128,f,Blansko,south Moravia
2135,1761,24,400808,f,Karlovy Vary,west Bohemia
2136,1762,28,400724,f,Plzen - sever,west Bohemia
2137,1763,73,621109,f,Opava,north Moravia
