account_id,avg_balance,max_balance,min_balance,avg_amount,max_amount,min_amout
1044,38107.07297297295,58093.8,500,5327.3540540540525,22886,14.6
1045,21542.49062499999,27606.2,800,2435.140625000001,6333,14.6
1046,27600.31071428573,45221.7,700,4523.747321428568,16654.5,14.6
1047,27294.11470588232,37588.7,800,2777.5211764705873,9763.5,14.6
1048,18893.460180995455,32055.8,1100,2342.594570135744,5993,14.6
1050,42271.29442379178,83437,1000,9242.930855018585,37976,20.6
1051,39175.64,61519.5,800,5813.567222222217,19332,14.6
1052,27184.7525139665,77637.1,200,3133.8005586592144,47319,8.5
1053,24552.736040609183,44893.4,700,3431.4934010152265,31840,14.6
1054,29719.76127819549,46554.6,800,3734.4203007518768,18560,14.6
1055,600.0,600,600,600.0,600,600
1056,1100.0,1100,1100,1100.0,1100,1100
1057,16899.027419354836,26079.7,1000,1945.2650537634402,8100,14.6
1058,52801.458333333336,84438.2,1000,9824.170833333334,36420,14.6
1059,13897.69489795918,17862.4,1100,1159.3234693877553,4200,14.6
1060,9200.0,16500,800,5500.0,9500,800
1062,49741.438157894765,87828.7,1000,8874.838157894741,34764,14.6
1063,19239.91,33451.8,200,3965.4700000000003,11895,24.7
1065,31249.023809523802,65740.8,400,2191.0220779220754,35947,10.3
1066,49608.799999999996,113315.2,900,15711.5,44700,78.2
1067,66222.33888888889,127787.6,1000,19399.98333333333,49446,14.6
1069,16658.72187499999,23805,700,1904.6791666666659,4621,14.6
1070,34952.275000000016,52504.1,200,7505.513888888889,24626,14.6
1071,47302.546341463436,104417.9,800,11912.358536585367,46304,30
1073,28871.120744680848,53377.5,1000,2530.540957446807,11200,5.8
1074,50069.22222222221,75161,1000,10437.844444444445,33016,14.6
1075,25940.61237113401,37585.9,800,2471.9216494845364,9171,14.6
1076,30482.866459627312,54787.3,200,4161.4819875776375,17966,5.5
1077,33782.25684647303,83557.9,1000,2707.063900414936,45544,5
1078,18922.655000000002,25991.3,800,3000.6150000000002,6722,2.2
1079,39096.9283185841,81879.4,700,10171.356637168152,42600,14.6
1080,47589.39656862739,84882.5,700,9067.876470588242,39520,14.6
1081,800.0,800,800,800.0,800,800
1082,17544.422222222223,26598.1,300,2683.655555555555,6300,14.6
1086,12417.235294117649,15858.2,700,1242.1529411764704,2904,14.6
1087,38169.15238095238,66052,900,9536.452380952382,26812,14.6
1088,22880.92114285715,33302.5,500,2169.603999999999,9350,14.6
1089,31061.642499999976,45743,500,4876.041249999999,19872,14.6
1090,16033.742857142859,25724.3,1000,4100.614285714286,9477,29.3
1091,31999.86034482759,49495.7,700,1374.0551724137922,11500,3.4
1092,30864.368000000028,48615.8,900,4659.9479999999985,17980,14.6
1094,21386.223076923074,29593.3,1000,2755.0461538461536,6023,14.6
1097,42594.848148148165,65744.1,1000,7985.448148148148,28545,14.6
1098,21870.66067961166,33810,600,1995.950485436893,13850,12.6
1100,5558.5,10417,700,2604.25,3239,700
1102,24230.093478260882,37831.9,700,3287.3847826086967,10782,14.6
1103,55026.97792207792,76016.5,20963,10212.589610389608,31444,14.6
1104,37870.579661016935,58889.6,800,6622.144067796609,24128,14.6
1105,21865.784615384655,42426.3,500,3200.5792899408257,13173,14.6
1106,23979.01176470588,49563,800,5774.419607843138,23844,10.2
1107,28256.835648148102,37690.1,800,2271.2865740740726,8700,14.6
1108,26480.189000000013,36859.1,1000,1681.9370000000004,5700,14.6
1109,47955.082500000004,78151,600,8171.803333333332,26881.5,13.4
1111,44693.41860465114,72050.8,400,9628.397674418602,31050,14.6
1112,49124.03773584903,76649.6,900,8453.512264150939,45440,14.6
1113,25610.260000000002,43054.7,1100,4709.2699999999995,12703.5,22.1
1114,38489.62524752479,141340.3,300,9264.237128712872,61100,30
1115,17017.95688888889,21514.1,300,1328.1355555555558,3840,14.6
1116,34260.96919642854,62550.1,900,4904.129464285712,18194,14.6
1117,11140.0,21880,400,4376.0,5370,400
1118,22986.56835937497,39094.5,200,2814.542187499997,20100,14.6
1120,18794.3375,29184.5,900,1860.4805555555545,9200,14.6
1121,45103.82812499999,69936,800,8667.734375000002,26817,14.6
1122,27643.273333333338,44614.9,500,4280.893333333332,14376,14.6
1123,36258.5605691057,58965.2,400,5480.294715447157,24345,14.6
1124,61737.917777777795,136665.4,900,14365.793333333333,63600,14.6
1126,33355.10389105057,58185.7,1100,2090.488326848247,8300,14.6
1127,56092.22518518517,90332.4,600,8693.057407407412,34995,11.5
1128,32392.305945945947,44510.1,400,2329.842162162161,11850,14.6
1129,44924.67697841729,79630.7,600,8263.928057553956,36884,14.6
1132,66595.25147058823,143674.4,1000,17979.17536764706,72147,30
1133,15951.529145728651,24113.8,900,1669.546231155779,9700,14.6
1134,25270.602302631607,51583.3,400,4079.9832236842108,17955,14.6
1135,23117.185714285697,31483.9,500,1960.164935064936,5106,14.6
1136,46980.99647887321,99017.6,900,9601.809859154937,46227,14.6
1137,15869.36086956521,19290.7,900,1386.3369565217388,3182,14.6
1139,36380.635294117645,76235,900,6543.217647058824,45135,100
1142,17130.244615384614,26922,600,1506.8461538461543,7800,14.6
1144,16611.19254385964,22123.1,200,1344.754385964912,5220,14.6
1145,16159.039330543947,21791.4,900,982.0142259414234,4050,10.3
1146,56077.994921875004,90592.8,1100,7049.3093750000035,32588,14.6
1147,56344.898173515925,85935.3,400,9821.451598173524,34560,14.6
1149,31569.441935483876,46817.3,200,2656.748387096774,21611,6.3
1151,51335.719587628904,89750.7,300,9097.337113402058,36022,14.6
1152,17897.827441860452,25659.3,800,1306.8674418604658,3990,14.6
1153,23771.668669527888,44578.3,200,3968.9300429184523,18018,8.9
1155,11345.800000000001,19054.8,1100,2722.1142857142863,5959,19
1157,29803.248584905657,48053.6,700,2617.598584905658,11200,12.1
1158,26673.619886363613,35227.9,200,2243.6534090909086,7550,14.6
1159,30633.36387434554,47314.9,400,4383.204188481673,16311,14.6
1160,57133.80476190477,98215.9,1000,12324.37619047619,42630,13.9
1161,21895.932407407385,32353.9,600,2380.2041666666637,5921,14.6
1164,34493.31076233189,72224.6,300,2657.6982062780257,43543,14.6
1166,36845.58888888889,62441.6,200,6682.029629629629,27946,14.6
1168,25600.67129186602,42586.2,400,2688.8827751196154,14593.5,14.6
1169,38695.143577981646,121569.3,1000,7989.062385321103,58500,52.5
1170,39983.16829268291,69941.5,200,10504.529268292681,34190,14.6
1173,5579.5,10759,400,2689.75,3453,400
1174,46921.55374149662,80646.9,900,6374.699999999999,32856,14.6
1176,5656.0,10212,1100,3404.0,4556,1100
1179,17508.169194312795,27872,700,1793.1047393364922,4212,3
1180,40007.28317757009,65881,500,6606.470093457945,44000,14.6
1183,28364.538392857146,37093.2,700,1983.7607142857153,10900,14.6
1184,59060.93040935671,109565.6,700,14776.702339181298,56686,14.6
1187,21585.58,32100,1000,3543.8799999999997,6220,14.6
1188,25144.016666666663,40387.1,800,3292.2055555555557,9948,14.6
1189,20675.653875968987,29425.4,600,1121.9864341085276,4290,2.4
1190,25809.14,46978.6,500,6631.81,18561,60.2
1192,36317.756250000006,52499.3,200,5796.640625,17416,14.6
1193,31806.291709844525,53668.5,200,5883.5481865284955,24320,14.6
1194,51608.933870967725,76569.4,500,8209.09838709678,33198,14.6
1195,800.0,800,800,800.0,800,800
1196,30611.640740740735,58831.6,800,6645.848148148147,35177,2.7
1197,27838.111440677993,39820,1000,1543.1029661016944,10000,12.9
1200,49895.19672619059,76903.4,300,6610.098214285718,35072,14.6
1201,34559.77745454543,62052,600,4842.932000000001,22620,14.6
1203,48034.55781250004,83209.2,1000,5557.183593749997,30934,14.6
1204,52473.1991666667,93537,800,7762.175833333338,45120,14.6
1205,25143.044117647038,34023.8,1100,1996.2610294117655,6200,14.6
1206,20237.668421052622,27066.8,900,2424.400000000001,5800,14.6
1207,43995.857370517886,72251.4,700,7037.687649402396,28635,14.6
1210,45119.38518518517,76666.9,400,10098.829629629628,30388,14.6
1211,32566.472222222215,49677.1,1100,3258.4722222222226,11700,14.6
1212,21542.95714285714,36067.1,900,3200.2000000000007,6896,14.6
1213,16469.296666666665,23886.7,200,2064.1099999999997,4909,12.4
1216,16647.30681818182,26560,500,1911.3272727272727,9600,14.6
1217,16417.245754716994,21633.2,200,1065.3297169811324,4050,14.6
1218,33073.6,49219.8,900,16406.600000000002,48201,118.8
1219,26068.46666666667,37294.7,1100,3329.4,8968,14.6
1220,26610.793243243228,36748.4,900,2270.1432432432443,5764,14.6
1222,33812.941525423725,47391.7,700,2449.372457627116,14300,14.6
1223,33375.642105263156,49767.1,200,5519.289473684211,19260,14.6
1225,51941.54237288135,83278.5,900,8120.443502824859,47360,14.6
1226,14587.285714285714,22867.8,400,3391.1,8610,17.8
1227,29395.364383561653,53035.2,900,4280.357534246576,20107.5,14.6
1228,28138.603157894726,42974.8,400,1894.8610526315792,5096,13.7
1231,38349.535233160605,66194.2,1000,6695.434715025906,26197.5,14.6
1232,24986.69230769231,28763,900,2458.692307692308,25310,7
1233,15022.318181818178,19791.6,3390,1352.2954545454543,3390,11.7
1234,22456.087619047634,35031.7,6390,2401.297142857142,12550,14.6
1235,18746.972222222215,29722.9,500,1512.1914141414134,4339,14.6
1236,26508.456880733935,80518.3,1000,2575.7211009174302,37062,5.6
1237,67116.81383928574,136969.8,1100,15440.746428571436,64400,14.6
1238,25301.8396551724,32629.7,600,2550.2586206896563,7450,14.6
1239,23937.918807339443,34267.2,900,2677.249082568805,10850,14.6
1241,22978.04137931035,32553.7,200,2628.0965517241384,8541,14.6
1243,37333.14444444444,79687.4,200,9182.211111111108,44931,106.9
1246,16667.938888888886,29590.3,1100,2601.728571428571,11000,14.6
1247,46341.29351851856,127684.9,-974.6,11716.779629629631,55900,0.4
1248,24065.868181818176,33970.6,600,2627.1068181818187,8900,14.6
1249,28327.854794520503,35150.6,400,1301.1328767123293,10200,4
1250,37802.23000000001,64411.8,600,9227.599999999999,34246,11.5
1251,25493.496103896086,82119.1,400,6787.742857142856,43434,30
1254,68063.57985611507,152483.9,800,16336.103597122305,64100,14.6
1256,34577.30232558138,55373.3,700,4896.447674418605,22908,14.6
1257,37738.050724637695,67376.2,500,7706.853623188403,27958,14.6
1258,7166.444444444444,12354,700,1372.6666666666667,2900,9
1260,17655.55,24707.2,200,6176.8,20857.5,49.7
1261,37979.44122807021,72722.1,1000,8922.834210526313,34359,14.6
1263,74252.39577464793,125861.3,200,16826.538028169016,59700,28.6
1265,23495.211904761905,34930.9,300,2791.3642857142863,7600,14.6
1266,38142.108695652176,60259.5,1100,10272.869565217392,31006,14.6
1267,47634.35555555555,73525.2,400,8425.377777777778,28732.5,14.6
1268,23555.55397489541,42546.9,800,1433.506694560669,9000,14.1
1269,27590.25280373829,47670.5,400,4122.016355140185,18193.5,11.3
1271,22757.795833333337,34285.3,1000,3700.9250000000006,9288,14.6
1272,43036.78271604939,112968.5,-492.8,7501.980864197528,44664,0.3
1273,46321.99398907109,72685.7,500,7912.538251366125,30727.5,14.6
1274,67250.51428571426,128674.4,400,20066.83214285714,62100,30
1275,21385.377777777772,30186.3,300,2294.3777777777777,5447,14.6
1276,28817.731197771594,47373.6,400,2164.36880222841,10880,14.6
1277,22884.329629629632,31461.8,1000,2364.20648148148,8450,14.6
1280,21501.760439560425,29456,600,2055.9120879120887,8300,14.6
1285,39773.61111111105,67301,300,7050.137301587306,28558,14.6
1286,63835.45957446806,149932.5,500,14662.074113475175,63600,3.8
1287,42585.889375,72346,600,6288.511874999998,31569,14.6
1288,20008.647938144313,33701,600,2246.42268041237,6059,14.6
1289,56971.35652173913,81880.2,500,9794.091304347827,35011.5,14.6
1291,22062.655681818185,33091,600,1550.2840909090917,11000,14.6
1292,39143.36553398054,57299.1,1100,3409.7281553398034,17829,14.6
1293,44065.125,76987,800,11448.916666666666,34482,56.2
1294,28874.136129032257,54584.2,300,5052.86322580645,21654,14.6
1295,22064.64444444445,33509.1,600,2474.514814814814,10600,9.3
1296,4151.366666666667,5834.1,800,1944.7,5020,14.1
1297,48353.43235294124,76838,400,6615.362500000004,30766.5,14.6
1298,30183.551851851847,55965.1,400,5337.396296296297,18669,14.6
1299,21833.297628458527,31367.9,200,1440.0557312252956,8400,14.6
1301,23141.85571428571,64067.3,600,3884.85,46251,5
1302,20666.39823529413,31250,800,2526.4241176470573,12050,14.6
1304,17918.405555555553,20969.7,400,1542.7666666666673,15894,13
1305,42949.078680203034,80340.8,400,4293.900507614209,15358,14.6
1306,33434.731788079436,56898.1,600,5120.791390728475,25574,14.6
1307,24353.7379562044,36036.1,500,2622.8496350364962,20000,14.6
1308,8078.5,15757,400,3939.25,5119,400
1309,60831.98571428577,108927.2,1000,14789.841071428575,59296,14.6
1310,24900.183720930225,36978.3,1100,3540.4883720930247,11500,14.6
1311,26265.53448275863,46921.9,500,6407.274137931033,21510,14.6
1312,27018.783333333344,38561.6,400,2187.5595238095243,7200,14.6
1314,38474.51243523313,61898.5,600,6879.319170984457,24996,14.6
1315,31845.728368794335,47098.3,900,2943.895035460992,14112,14.6
1316,300.0,300,300,300.0,300,300
1317,26765.77159763313,37486.5,1100,2565.985798816567,6732,14.6
1320,18888.775,26685.1,1000,6671.275,20235,50.1
1322,17712.686324786337,28087.5,200,1534.2470085470077,6550,14.6
1323,42752.643333333326,67463.2,600,9921.92,31538,14.6
1324,26558.86666666667,49876.3,300,8312.7,27379.5,61.8
1325,10120.600000000002,16319,300,1321.9428571428573,3193,10.3
1326,11148.35,18098.4,800,4524.6,10400,50.9
1327,28011.28163265306,77198.5,400,2619.3380952380944,49845,14.4
1328,55595.11315789472,92346,1100,14404.655263157896,48747,14.6
1330,24609.25,41063,900,9737.233333333334,40163,40.1
1331,28505.00212765956,44775.7,600,3965.0404255319136,16185,14.6
1332,58903.766793893104,98985.8,300,8136.710305343518,35680,14.6
1333,23543.868571428604,43098.4,300,4158.1399999999985,14644,6.1
1334,25737.757971014547,36611.1,300,2580.9067632850224,17440,14.6
1335,36948.21744186048,60945.7,200,5415.465116279069,29600,14.6
1337,29871.010000000006,48088.9,500,2348.0673913043456,16200,14.6
1338,46140.586089238845,157252.3,400,8149.233858267724,57900,14.6
1341,16316.847916666664,19776.1,1100,1376.5833333333333,3147,11.1
1344,56232.42475247527,119110.3,200,15814.994059405943,56500,69.9
1345,54356.735458167255,87095.1,200,7290.913944223113,36480,14.6
1347,2050.0,3600,500,1800.0,3100,500
1349,22702.112,30697.8,700,2321.3040000000005,6529,14.6
1350,30444.14545454545,58884.3,1000,6773.918181818181,32001,24.1
1351,15173.107142857141,21009.3,300,1575.2714285714283,3341,14.6
1352,55150.06527777781,88470.8,500,6615.807870370372,37200,14.6
1353,38401.3845360825,57363.1,700,5683.393298969071,24204,14.6
1357,28284.92903225807,38187.5,900,1752.3838709677427,8600,14.6
1358,22439.183333333345,29222.3,500,2388.5194444444446,8300,14.6
1359,24615.768493150685,33527.9,600,1037.3616438356166,14200,2.9
1360,34670.18866666667,80254.7,700,2956.735999999997,47370,4.1
1361,1100.0,1100,1100,1100.0,1100,1100
1362,1000.0,1000,1000,1000.0,1000,1000
1365,28209.833333333347,36910.1,300,1729.2923076923075,10000,14.6
1366,26031.437283236974,40449,900,2350.8427745664726,11439,1
1367,25637.19230769231,47715,800,7033.707692307693,18200,30.2
1368,26807.966666666664,39701.9,1100,13233.966666666667,38522,79.9
1369,37426.44285714285,52597.9,400,5039.466666666667,17422,14.6
1370,9300.0,18000,600,4500.0,5800,600
1371,20705.91338028169,28615.9,400,1966.6802816901416,8100,14.6
1372,36966.00980392154,85732.6,300,2730.1611764705854,44595,14.6
1373,18306.508520179395,25192.7,500,1069.0816143497766,5790,2.1
1375,48152.953333333375,71486,800,7594.23222222222,30436,14.6
1376,22149.841176470596,32149,700,1924.609803921569,4097,14.6
1377,5448.0,10596,300,2649.0,3432,300
1378,56373.26056701033,95200.3,1100,6187.97835051547,36628,14.6
1380,51334.75471698111,76848,1100,9168.12830188679,35768,14.6
1381,18667.72965116279,28998.6,1000,1727.3354651162792,4950,14.6
1382,18599.27313432837,24602.3,800,1186.3223880597025,3300,9.9
1383,30423.68214285715,42784.3,1000,2864.0642857142857,6909,14.6
1384,61917.79999999999,107299.7,800,16008.186486486487,47049,16.1
1388,49925.42949640287,78298.8,700,10512.470503597126,31830,14.6
1390,400.0,400,400,400.0,400,400
1391,600.0,600,600,600.0,600,600
1392,45342.93237410066,93072.6,700,7757.012949640295,34768,13.9
1393,11470.55,16439.2,600,4109.8,11821.5,17.7
1394,32852.51937984496,43883.3,600,2131.6682170542636,14450,14.6
1395,21082.33064516128,29902.7,300,2401.003225806452,7724,14.6
1396,49382.55333333334,110592.8,400,16552.19333333333,63200,14.6
1397,37436.69346153852,62009.5,700,6576.769230769235,35680,14.6
1398,26782.14285714286,36600,1000,2153.5714285714284,13400,100
1399,31890.70540540541,46881.4,800,3571.486486486487,13083,13
1401,31761.113953488355,49909.2,300,2420.810697674417,13550,14.6
1402,25876.957994579967,41839,400,2381.978319783196,13509,13.4
1403,37500.276470588215,54577.3,1000,6628.817647058821,23314,14.6
1404,34664.20601265827,109330,400,4343.192405063291,62300,30
1405,22894.754838709683,30693.6,400,1865.6161290322577,11100,13.3
1406,20738.71363636364,33216.9,200,1515.0801136363646,12700,14.6
1408,56968.52307692307,104899.1,200,20015.430769230767,55320,97.9
1410,59648.745652173864,94988.7,500,7677.246521739135,31192,14.6
1411,46797.64238683129,84765.8,600,4878.695061728393,20494,14.6
1412,31030.28323170736,58495.4,1000,4065.6481707317084,21430.5,14.6
1413,33355.23166666667,54185.5,1100,4613.555833333332,21244,14.6
1414,27908.938036809843,62179.6,600,4863.4269938650295,23766,14.6
1416,55150.29102564099,139708.8,-1009.8,13222.313675213674,64700,2.2
1417,49465.35970149257,95657.9,200,9010.161940298505,36346,14.6
1419,22540.51878453039,31363,400,2286.373480662982,7600,14.6
1420,24173.193258426967,34825.3,900,1981.9550561797762,7400,14.4
1421,30305.88709677421,80641.5,1100,2274.6109677419354,46883,7.4
1422,23273.609401709415,34520.1,400,2124.262393162391,11000,14.6
1423,21678.13720930232,37013.3,900,2205.8767441860473,8116,14.6
1425,31428.39551020408,61482.4,900,2857.8346938775494,22600,14.6
1426,15261.728846153852,20969.7,200,1894.9769230769236,4022,14.6
1427,39723.33731343283,56522.7,1000,5491.594029850746,23520,14.6
1429,20978.734715025883,29108.8,1100,1288.2886010362704,4620,14.6
1431,24117.616216216207,43356,200,2026.789189189189,21937,4.3
1435,24177.074999999997,34076.9,800,10069.225,33154.5,122.4
1436,31479.308396946573,40387.9,500,2151.106870229008,9000,14.6
1437,23530.380113636373,32464.4,1000,1095.167613636364,8200,14.6
1439,16026.545945945942,20781.6,700,1470.3189189189186,3183,14.6
1440,23246.141958041917,32003.7,500,1125.713986013986,12600,14.6
1441,25789.509022556384,35832.4,500,2375.88947368421,6500,14.6
1442,39046.69960159361,65062.8,300,6740.0203187251045,27448,14.6
1444,25242.483333333334,34428,700,1968.2541666666666,11500,14.6
1445,25488.659259259268,36554.1,900,2458.7481481481486,10179,14.6
1446,43967.373437499984,72042.6,1100,6711.200781249996,26780,14.6
1448,18301.184210526317,25400,1100,2471.4473684210525,10100,2.5
1449,31367.2118959108,53191.4,800,1910.5903345724896,7300,10.7
1450,28174.490909090906,37091.3,400,2488.9303030303035,6496,14.6
1451,25031.426576576578,36594.3,1000,2402.4094594594576,6900,14.6
1452,47678.073437499974,76266.8,500,9539.274999999996,29914,14.6
1453,61236.565051903104,154843.5,600,14469.75813148789,57600,30
1455,31295.1,45843.7,1000,3474.734000000001,18720,14.6
1456,72814.77358490566,125614.1,1100,17821.85471698113,58000,14.6
1458,35520.34523809525,56473.8,700,6117.951904761904,24888,14.6
1460,2949.0,5598,300,2799.0,5298,300
1461,71852.65813953488,117606.9,800,18548.50930232558,63256,14.6
1463,14692.720000000001,24073.7,1000,2845.9000000000005,6700,10.4
1464,23228.166666666668,37326,300,8563.6,37026,41.7
1465,18955.207894736857,30073.9,300,1306.7631578947376,10600,8.2
1467,50059.27245508981,81593.6,800,7946.186826347305,29396,14.5
1468,16211.775845410622,23480.9,500,1111.3314009661844,5850,14.6
1469,21507.244897959168,29297.5,1000,2784.60612244898,6400,14.6
1470,39760.29111111115,56915.2,1100,5130.792777777775,25800,14.6
1471,38616.50909090909,62895.1,1000,8058.231818181818,27894,12
1472,31903.062244897967,46725.5,900,3345.820408163265,13281,14.6
1473,13052.918181818177,16609.6,600,1486.1681818181817,2976,14.6
1474,6964.5,13029,900,3257.25,4043,900
1475,28280.124793388426,64197.9,-1092.2,8204.178925619834,30826,1.6
1476,19248.342543859646,34665.4,200,2452.005263157893,6411,14.6
1477,16370.358771929821,23273.2,3151,1252.114473684211,3151,9.8
1478,27981.528571428575,63943.5,900,12160.314285714285,47620,4.5
1479,26905.45526315788,34755.3,700,1470.56052631579,9600,13.7
1481,17468.287053571425,24502.1,1000,1243.5968750000006,4290,14.6
1482,500.0,500,500,500.0,500,500
1483,25488.668852459,36949.9,400,2905.401639344262,10492.5,14.6
1484,10118.0,20036,200,5009.0,6612,200
1485,58209.32364341085,109354.1,1000,7489.112403100779,35130,14.6
1486,46890.37499999997,69344.9,400,7938.023437499997,35110,14.6
1487,20724.38984771572,27669.4,1100,1272.413705583757,3306,10.4
1490,77481.79555555558,152998.8,200,23138.739999999998,56800,14.6
1492,5533.0,10266,800,3422.0,4733,800
1493,20052.220588235316,28794.8,200,1734.5584558823516,12750,13.3
1495,60243.78340080973,92882,300,8067.79595141701,36478.5,14.6
1496,36779.394838709675,60019.7,400,4590.589677419352,22089,14.6
1497,23909.03534136548,43293.1,1000,3148.9409638554193,12880,14.6
1499,29650.283333333355,43869.7,1000,2643.97857142857,20640,10
1500,37652.06,70577,1000,10913.68,33081,83.9
1501,15122.322222222225,22603.1,500,2909.733333333333,5813,51.1
1502,43019.77,64458.9,200,12954.39,34889,101.9
1503,20563.66086956522,27525.9,300,2324.513043478261,4757,14.6
1504,37010.72307692308,74092.9,300,13389.038461538461,36208,18.8
1505,28923.2510204082,44074.9,400,4576.012244897956,28600,14.6
1507,44204.14008438817,72431.8,800,8019.690295358654,46720,14.6
1508,52094.769230769234,116543.9,500,16243.011538461538,61300,14.6
1509,24354.359374999985,49251.1,600,4957.011979166665,21282,14.6
1510,46422.172093023255,70943.1,700,9486.488372093021,31057.5,14.6
1511,56416.16075268811,130444.4,-805.4,14276.389247311836,63400,0.8
1512,31918.36010362691,57537.2,900,5608.782901554399,21237,14.6
1513,39838.42166172104,60287.6,500,3876.303857566766,22836,14.6
1515,54878.19274924477,92575.9,400,7530.062235649554,41014,14.6
1516,23115.898757763967,33025.6,500,1467.0130434782614,5910,14.6
1517,9838.0,18976,700,3795.2,4569,700
1518,56575.751376146785,104553.7,200,7340.013761467895,27700,14.6
1519,58201.45833333334,85289.6,700,7830.4354166666635,31335,14.6
1520,24021.21232876713,34113.3,300,2304.0698630136985,6005,14.6
1521,14926.740000000002,23672.6,900,2074.465714285715,4537,14.6
1525,10645.666666666668,18940.8,300,2104.5444444444447,4641,15.1
1526,35212.598260869585,46331,200,3031.3747826086956,9975,14.6
1527,41752.16153846152,112045.6,-2564.7,11809.263076923078,48181,0.4
1529,20080.56382978723,27234.4,600,1517.204255319149,8200,6.8
1530,22827.218072289164,32113.6,900,2417.506024096386,5550,14.6
1532,26753.180000000004,49138.7,700,6108.0199999999995,17874,32.5
1534,25038.086021505394,52627.9,900,5006.276702508963,22414.5,14.6
1535,31716.17868217056,54469.8,200,2252.6065891472845,15500,14.6
1536,34874.45934065933,86272.4,300,10272.461538461535,56400,30
1538,64981.65000000002,109421.3,800,15444.203846153843,48386,14.6
1539,25449.084949832763,95986.2,-5950.5,7888.611705685622,49605,0.7
1540,45076.331496062994,75481.4,500,8249.837795275587,35018,9.5
1541,11123.528571428571,18189.4,900,2598.485714285714,11500,25.1
1542,22122.007142857143,28929.3,1000,3111.2214285714285,6984,14.6
1543,28778.151063829773,63753.9,1100,2652.029787234043,21270,2.9
1544,40813.26289752652,70480.2,1100,5975.151943462902,28425,14.6
1545,39622.9965648855,136682.5,200,6089.025190839701,48543,12.4
1546,11921.9,17147.6,800,4286.9,11820,27.6
1547,55670.4648936171,86116.7,700,10246.09468085107,44640,14.6
1548,17132.911578947365,23739.6,800,1451.7800000000004,4900,14.6
1549,16743.475,22279.9,500,5569.975,21447,32.9
1550,25827.538235294127,36722.3,500,3990.3647058823526,11826,14.6
1552,55286.788888888914,89400.4,500,9452.580303030307,36844,14.6
1553,1000.0,1000,1000,1000.0,1000,1000
1554,44936.46569343066,67450,300,6771.564233576639,26628,14.6
1555,4230.0,7360,1100,3680.0,6260,1100
1556,9532.5,18465,600,4616.25,5955,600
1557,700.0,700,700,700.0,700,700
1558,14361.928571428574,23528.9,600,3815.8285714285716,9106,51.9
1559,50318.99000000002,79811.1,22823,8765.663333333334,34234.5,14.6
1561,31849.592173913064,47284,600,1605.2695652173916,5800,14.6
1562,16336.543103448274,23313.2,600,1295.2724137931032,2900,14.6
1563,13000.0,18000,900,3600.0,11300,700
1564,33395.10000000001,56947.5,1000,2558.7799999999997,29349,10.6
1565,30666.16931407943,50124.7,200,1861.3364620938619,14560,14.6
1566,26385.785428571526,55473.4,500,3838.8305714285734,22020,14.6
1568,44735.085217391344,63614.3,300,4138.69304347826,20896,14.6
1570,18974.257534246597,27039.6,200,1828.0643835616445,4298,14.6
1571,28337.165,50077,200,7052.995000000001,21451.5,8.8
1575,20647.00675105485,30856.4,900,2091.8316455696186,5448,14.6
1576,71829.8,107456,1000,16278.363333333333,49299,30
1577,12422.957142857142,18681.3,200,2668.7714285714283,9800,30.8
1578,23083.865137614677,36111.1,600,1617.9467889908262,4128,14.6
1579,38220.58975903616,55084.5,600,4356.812650602407,17434,14.6
1581,38080.09154929574,55313.8,900,3915.940845070423,12956,14.6
1582,26428.538709677432,36772.9,500,2143.432258064516,5973,14.6
1583,21371.32,84743.5,-2838.8,7319.423333333334,44700,2.4
1584,19314.593370165752,29429.6,600,1306.3337016574594,8520,14.6
1585,29156.7,61118.5,1000,5437.042857142857,31419,20.1
1586,30381.76666666667,56241.5,200,7826.822222222223,25389,52.9
1587,15539.666666666666,22787,1100,7595.666666666667,21632,55
1588,24839.065625,33371,1000,1737.5348958333332,8100,14.6
1589,23645.602985074653,32214,500,1194.2373134328357,14100,3.2
1590,32526.683950617276,48389.1,500,3239.157407407406,19360,14.6
1591,31617.89285714286,79998.5,600,6142.75,46552,200
1592,33450.12666666668,53507.2,400,1413.1700000000008,4604,14.6
1593,6760.0,13020,500,2604.0,3130,500
1597,19584.45263157894,29294.3,900,2388.1189473684217,7700,14.6
1599,48112.67142857137,70347.7,1100,9508.422857142854,37372,14.6
1600,10735.5,20871,600,5217.75,6757,600
1601,20290.039234449767,28248.4,500,1710.1110047846882,4150,14.6
1602,21414.14145077721,31614.4,600,1925.851813471502,12250,14.6
1603,25900.319607843132,40560.3,900,3259.0000000000005,11416,14.6
1604,37289.14048780485,56157.2,900,6679.206341463416,26602,14.6
1605,69230.93243243248,156040.1,26390.2,13545.565637065642,64800,14.6
1606,33022.42549019609,40987.9,300,1879.8725490196086,39516,14.6
1607,47845.84054054052,76044.7,800,10219.86216216216,34941,14.6
1609,11552.160000000002,16108.2,900,1237.665,3026,11.1
1610,65179.51035856574,119862.4,500,8946.119123505983,36559.5,14.6
1611,35922.919607843134,52318.7,500,4561.503921568628,17568,14.6
1612,42307.569230769215,69745.4,400,11068.835897435894,31758,14.6
1613,14399.796774193559,30362.6,600,2918.3370967741944,7100,14.6
1614,54516.49999999998,78539.6,300,11404.227777777776,37806,14.6
1617,25065.62531120328,37136.6,700,2097.0975103734418,11400,14.6
1618,900.0,900,900,900.0,900,900
