"","account_id","max_credit","avg_credit","min_credit","max_withdrawal","avg_withdrawal","min_withdrawal","avg_amount","avg_balance","max_balance","min_balance","disp_id","client_id","type","birthday","gender","age_range","district_id","name","region"
"967",1299,8400,2016.7585106383,18.5,5400,1099.11194968553,14.6,58.5632411067194,21833.2976284585,31367.9,200,1572,1572,"OWNER",631212,"f","60_70",1,"Hl.m. Praha","Prague"
"968",1301,46251,3870.32162162162,5,24300,3901.13939393939,14.6,206.632857142857,23141.8557142857,64067.3,600,1574,1574,"OWNER",790218,"m","70_80",18,"Pisek","south Bohemia"
"969",1302,6090,3225.80704225352,43.5,12050,2024.84646464646,14.6,168.073529411765,20666.3982352941,31250,800,1575,1575,"OWNER",231006,"f","20_30",55,"Brno - venkov","south Moravia"
"970",1304,15894,1740.7,13,2100,850,300,1164.98888888889,17918.4055555556,20969.7,400,1578,1578,"OWNER",710815,"f","70_80",40,"Teplice","north Bohemia"
"971",1305,15358,5503.24761904762,17.7,13500,3394.91681415929,14.6,399.224365482234,42949.078680203,80340.8,400,1579,1579,"OWNER",631013,"m","60_70",57,"Hodonin","south Moravia"
"972",1306,25574,9092.96136363636,31,19000,3487.37570093458,14.6,178.417880794702,33434.7317880795,56898.1,600,1580,1580,"OWNER",680618,"f","60_70",1,"Hl.m. Praha","Prague"
"973",1307,10200,2855.05588235294,19.2,20000,2394.00869565217,14.6,211.366423357664,24353.7379562044,36036.1,500,1581,1581,"OWNER",630415,"f","60_70",56,"Breclav","south Moravia"
"974",1308,5119,3939.25,400,0,0,0,3939.25,8078.5,15757,400,1582,1582,"OWNER",340214,"m","30_40",54,"Brno - mesto","south Moravia"
"975",1309,59296,21356.8682926829,78.4,48500,10997.614084507,14.6,846.4375,60831.9857142857,108927.2,1000,1583,1583,"OWNER",720108,"f","70_80",1,"Hl.m. Praha","Prague"
"976",1310,11500,3975.15454545455,23.4,8900,3085.12380952381,14.6,527.111627906977,24900.1837209302,36978.3,1100,1584,1584,"OWNER",620129,"f","60_70",1,"Hl.m. Praha","Prague"
"977",1311,21510,7381.11923076923,53.9,12700,5616.025,14.6,210.281034482759,26265.5344827586,46921.9,500,1585,1585,"OWNER",350720,"m","30_40",60,"Prostejov","south Moravia"
"978",1312,5735,3103.29183673469,67.4,7200,1604.82077922078,14.6,226.111904761905,27018.7833333333,38561.6,400,1587,1587,"OWNER",280505,"m","20_30",23,"Cheb","west Bohemia"
"979",1314,24996,9085.99733333333,92.9,17600,5476.76949152542,14.6,182.336787564767,38474.5124352332,61898.5,600,1589,1589,"OWNER",511127,"f","50_60",48,"Rychnov nad Kneznou","east Bohemia"
"980",1315,14112,4870.51304347826,35.5,7800,2011.00631578947,14.6,234.028368794326,31845.7283687943,47098.3,900,1590,1590,"OWNER",400810,"f","40_50",13,"Rakovnik","central Bohemia"
"981",1316,300,300,300,0,0,0,300,300,300,300,1591,1591,"OWNER",530707,"f","50_60",42,"Havlickuv Brod","east Bohemia"
"982",1317,6732,3539.03939393939,50.2,6500,1942.47572815534,14.6,198.234319526627,26765.7715976331,37486.5,1100,1592,1592,"OWNER",280411,"m","20_30",56,"Breclav","south Moravia"
"983",1320,20235,6671.275,50.1,0,0,0,6671.275,18888.775,26685.1,1000,1596,1596,"OWNER",781022,"f","70_80",58,"Jihlava","south Moravia"
"984",1322,4435,2226.24705882353,16.2,6550,1139.48187919463,14.6,83.1119658119658,17712.6863247863,28087.5,200,1598,1598,"OWNER",250425,"m","20_30",17,"Pelhrimov","south Bohemia"
"985",1323,31538,11326.2533333333,46.6,20200,8517.58666666667,14.6,1404.33333333333,42752.6433333333,67463.2,600,1599,1599,"OWNER",641008,"m","60_70",43,"Hradec Kralove","east Bohemia"
"986",1324,27379.5,8312.7,61.8,0,0,0,8312.7,26558.8666666667,49876.3,300,1601,1601,"OWNER",690329,"f","60_70",42,"Havlickuv Brod","east Bohemia"
"987",1325,3193,1487.69090909091,10.3,1766,714.2,14.6,1015.85714285714,10120.6,16319,300,1603,1603,"OWNER",680827,"m","60_70",26,"Plzen - mesto","west Bohemia"
"988",1326,10400,4524.6,50.9,0,0,0,4524.6,11148.35,18098.4,800,1605,1605,"OWNER",800921,"f","80_90",52,"Usti nad Orlici","east Bohemia"
"989",1327,49845,3106.11,14.4,25100,2176.81818181818,14.6,338.861904761905,28011.2816326531,77198.5,400,1606,1606,"OWNER",820902,"m","80_90",65,"Znojmo","south Moravia"
"990",1328,48747,17391.9705882353,108.4,32000,11986.3523809524,14.6,1156.58157894737,55595.1131578947,92346,1100,1607,1607,"OWNER",410526,"f","40_50",8,"Mlada Boleslav","central Bohemia"
"991",1330,40163,10305.85,40.1,12200,8600,5000,4003.9,24609.25,41063,900,1610,1610,"OWNER",420423,"f","40_50",68,"Frydek - Mistek","north Moravia"
"992",1331,16185,5858.134,33.7,12100,2924.87912087912,14.6,189.664539007092,28505.0021276596,44775.7,600,1611,1611,"OWNER",631202,"f","60_70",59,"Kromeriz","south Moravia"
"993",1332,33502.5,12086.0815217391,20.7,35680,5999.40352941176,14.6,351.224809160305,58903.7667938931,98985.8,300,1613,1613,"OWNER",610115,"m","60_70",59,"Kromeriz","south Moravia"
"994",1333,14644,5147.03103448276,6.1,9600,3458.68048780488,14.6,106.542857142857,23543.8685714286,43098.4,300,1614,1614,"OWNER",380518,"m","30_40",21,"Tabor","south Bohemia"
"995",1334,8440,2971.98210526316,37.4,17440,2249.19107142857,14.6,146.999516908213,25737.7579710145,36611.1,300,1615,1615,"OWNER",520428,"f","50_60",74,"Ostrava - mesto","north Moravia"
"996",1335,22312.5,7445.07058823529,26.7,29600,4088.41538461538,14.6,471.33488372093,36948.2174418605,60945.7,200,1616,1616,"OWNER",380523,"m","30_40",54,"Brno - mesto","south Moravia"
"997",1337,9200,2684.64128440367,18.7,16200,2044.87272727273,14.6,196.505652173913,29871.01,48088.9,500,1618,1618,"OWNER",791207,"f","70_80",23,"Cheb","west Bohemia"
"998",1338,49419,13493.3110169492,15.5,57900,5751.51102661597,14.6,208.827559055118,46140.5860892388,157252.3,400,1619,1619,"OWNER",420127,"f","40_50",74,"Ostrava - mesto","north Moravia"
"999",1341,3147,1853.06956521739,11.1,2098,938.216,14.6,399.275,16316.8479166667,19776.1,1100,1623,1623,"OWNER",630709,"m","60_70",36,"Liberec","north Bohemia"
"1000",1344,46701,17657.7106382979,69.9,56500,14211.1481481481,100,618.914851485148,56232.4247524752,119110.3,200,1628,1628,"OWNER",570325,"f","50_60",12,"Pribram","central Bohemia"
"1001",1345,34236,12272.0128205128,43.2,36480,5045.10057803468,14.6,336.313147410359,54356.7354581673,87095.1,200,1629,1629,"OWNER",660901,"m","60_70",28,"Plzen - sever","west Bohemia"
"1002",1347,3100,1800,500,0,0,0,1800,2050,3600,500,1632,1632,"OWNER",430220,"f","40_50",8,"Mlada Boleslav","central Bohemia"
"1003",1349,6529,3179.50476190476,23.3,4600,1699.84827586207,14.6,349.48,22702.112,30697.8,700,1635,1635,"OWNER",300902,"f","30_40",75,"Prerov","north Moravia"
"1004",1350,32001,7539.1375,24.1,12900,4733.33333333333,200,4192.1,30444.1454545455,58884.3,1000,1637,1637,"OWNER",431020,"m","40_50",21,"Tabor","south Bohemia"
"1005",1351,3341,2045.30666666667,36.6,2227,1032.92307692308,14.6,616.128571428571,15173.1071428571,21009.3,300,1638,1638,"OWNER",540130,"f","50_60",40,"Teplice","north Bohemia"
"1006",1352,37200,13194.9410714286,32.1,35200,4313.11125,14.6,226.013425925926,55150.0652777778,88470.8,500,1639,1639,"OWNER",590501,"f","50_60",1,"Hl.m. Praha","Prague"
"1007",1353,24204,8551.5,27,15600,4170.29763779528,14.6,223.312886597938,38401.3845360825,57363.1,700,1640,1640,"OWNER",530613,"f","50_60",51,"Trutnov","east Bohemia"
"1008",1357,8600,2090.48235294118,20.9,5730,1341.83571428571,14.6,540.403225806452,28284.9290322581,38187.5,900,1644,1644,"OWNER",760606,"m","70_80",56,"Breclav","south Moravia"
"1009",1358,8300,2685.415,19.6,5100,2017.4,14.6,595.275,22439.1833333333,29222.3,500,1645,1645,"OWNER",610310,"f","60_70",39,"Most","north Bohemia"
"1010",1359,14200,975.489285714286,2.9,2700,1241.17647058824,100,459.279452054794,24615.7684931507,33527.9,600,1646,1646,"OWNER",660317,"m","60_70",8,"Mlada Boleslav","central Bohemia"
"1011",1360,47370,3081.99230769231,4.1,27300,2821.04166666667,14.6,248.536,34670.1886666667,80254.7,700,1647,1647,"OWNER",780326,"f","70_80",71,"Novy Jicin","north Moravia"
"1012",1361,1100,1100,1100,0,0,0,1100,1100,1100,1100,1648,1648,"OWNER",520312,"m","50_60",46,"Nachod","east Bohemia"
"1013",1362,1000,1000,1000,0,0,0,1000,1000,1000,1000,1650,1650,"OWNER",530329,"m","50_60",1,"Hl.m. Praha","Prague"
"1014",1365,10000,2135.14166666667,32.5,2900,1079.93333333333,14.6,898.574358974359,28209.8333333333,36910.1,300,1653,1653,"OWNER",440619,"m","40_50",42,"Havlickuv Brod","east Bohemia"
"1015",1366,11439,3870.65185185185,11.1,7500,1661.18151260504,1,65.5179190751445,26031.437283237,40449,900,1654,1654,"OWNER",631208,"m","60_70",60,"Prostejov","south Moravia"
"1016",1367,18028,6053.82,30.2,18200,10300,5200,2279.86153846154,25637.1923076923,47715,800,1655,1655,"OWNER",720204,"m","70_80",74,"Ostrava - mesto","north Moravia"
"1017",1368,38522,13233.9666666667,79.9,0,0,0,13233.9666666667,26807.9666666667,39701.9,1100,1656,1656,"OWNER",680618,"f","60_70",22,"Domazlice","west Bohemia"
"1018",1369,17422,6290.63,25,11100,3902.04545454545,14.6,951.609523809524,37426.4428571429,52597.9,400,1657,1657,"OWNER",351002,"m","30_40",32,"Ceska Lipa","north Bohemia"
"1019",1370,5800,4500,600,0,0,0,4500,9300,18000,600,1658,1658,"OWNER",290821,"f","20_30",52,"Usti nad Orlici","east Bohemia"
"1020",1371,4611,2463.73442622951,56.6,8100,1592.35555555556,14.6,150.049295774648,20705.9133802817,28615.9,400,1659,1659,"OWNER",371215,"f","30_40",1,"Hl.m. Praha","Prague"
"1021",1372,44595,2727.57591240876,30.8,26100,2733.16271186441,14.6,200.645882352941,36966.0098039216,85732.6,300,1660,1660,"OWNER",821211,"f","80_90",1,"Hl.m. Praha","Prague"
"1022",1373,2962,1578.3012345679,2.1,5790,778.611267605634,14.6,77.4869955156951,18306.5085201794,25192.7,500,1661,1661,"OWNER",530416,"f","50_60",47,"Pardubice","east Bohemia"
"1023",1375,30436,10959.403030303,16.3,19900,5645.97543859649,14.6,442.663333333333,48152.9533333333,71486,800,1663,1663,"OWNER",570429,"m","50_60",19,"Prachatice","south Bohemia"
"1024",1376,4097,2339.38888888889,53,3440,1457.98333333333,14.6,552.390196078431,22149.8411764706,32149,700,1664,1664,"OWNER",181110,"f","10_20",64,"Zlin","south Moravia"
"1025",1377,3432,2649,300,0,0,0,2649,5448,10596,300,1666,1666,"OWNER",410831,"m","40_50",1,"Hl.m. Praha","Prague"
"1026",1378,36628,13124.5468085106,65.2,26600,3970.16394557823,14.6,171.338144329897,56373.2605670103,95200.3,1100,1668,1668,"OWNER",490817,"f","40_50",59,"Kromeriz","south Moravia"
"1027",1380,35768,12626.1523809524,37.2,23800,6898.8,14.6,837.501886792453,51334.7547169811,76848,1100,1670,1670,"OWNER",610507,"m","60_70",53,"Blansko","south Moravia"
"1028",1381,4058,2052.6012987013,17.6,4950,1463.69894736842,14.6,110.458720930233,18667.7296511628,28998.6,1000,1671,1671,"OWNER",310915,"f","30_40",57,"Hodonin","south Moravia"
"1029",1382,3089,1572.12771084337,9.9,3300,914.950847457627,14.6,112.051741293532,18599.2731343284,24602.3,800,1673,1673,"OWNER",720709,"m","70_80",48,"Rychnov nad Kneznou","east Bohemia"
"1030",1383,6909,4063.81428571429,72.4,6500,1664.31428571429,14.6,1199.75,30423.6821428571,42784.3,1000,1674,1674,"OWNER",201027,"f","20_30",11,"Praha - zapad","central Bohemia"
"1031",1384,47049,16650.1526315789,16.1,42600,15330.5555555556,30,1091.97027027027,61917.8,107299.7,800,1675,1675,"OWNER",400215,"m","40_50",74,"Ostrava - mesto","north Moravia"
"1032",1388,31830,11371.5848484848,64.8,27500,9735.73698630137,14.6,286.444604316547,49925.4294964029,78298.8,700,1680,1680,"OWNER",750328,"f","70_80",29,"Rokycany","west Bohemia"
"1033",1390,400,400,400,0,0,0,400,400,400,400,1682,1682,"OWNER",560907,"m","50_60",69,"Jesenik","north Moravia"
"1034",1391,600,600,600,0,0,0,600,600,600,600,1683,1683,"OWNER",511224,"f","50_60",15,"Cesky Krumlov","south Bohemia"
"1035",1392,34768,12487.5844444444,13.9,29800,5492.37765957447,14.6,328.473381294964,45342.9323741007,93072.6,700,1685,1685,"OWNER",440421,"f","40_50",60,"Prostejov","south Moravia"
"1036",1393,11821.5,4109.8,17.7,0,0,0,4109.8,11470.55,16439.2,600,1686,1686,"OWNER",471108,"f","40_50",1,"Hl.m. Praha","Prague"
"1037",1394,6341,3456.16,70.2,14450,1422.11904761905,14.6,279.606201550388,32852.519379845,43883.3,600,1688,1688,"OWNER",230810,"m","20_30",32,"Ceska Lipa","north Bohemia"
"1038",1395,7724,2795.96129032258,22.7,4700,2006.04516129032,14.6,394.958064516129,21082.3306451613,29902.7,300,1689,1689,"OWNER",361204,"m","30_40",1,"Hl.m. Praha","Prague"
"1039",1396,47440,17121.25,74.8,63200,15901.8428571429,14.6,1710.47333333333,49382.5533333333,110592.8,400,1690,1690,"OWNER",470817,"f","40_50",46,"Nachod","east Bohemia"
"1040",1397,25917,8897.3612244898,31.5,35680,5172.95432098765,14.6,130.472307692308,37436.6934615385,62009.5,700,1691,1691,"OWNER",780208,"f","70_80",17,"Pelhrimov","south Bohemia"
"1041",1398,13400,2484.21052631579,100,3400,1455.55555555556,100,1217.85714285714,26782.1428571429,36600,1000,1692,1692,"OWNER",720207,"m","70_80",62,"Uherske Hradiste","south Moravia"
"1042",1399,13083,4560.24705882353,33.1,8800,2731.04,13,619.010810810811,31890.7054054054,46881.4,800,1693,1693,"OWNER",800706,"f","80_90",45,"Jicin","east Bohemia"
"1043",1401,6850,3535.19873417722,60.8,13550,1773.48235294118,14.6,177.149302325581,31761.1139534884,49909.2,300,1696,1696,"OWNER",230321,"f","20_30",1,"Hl.m. Praha","Prague"
"1044",1402,13509,4655.57551020408,13.4,10000,1559.79188191882,14.6,90.9018970189702,25876.9579945799,41839,400,1697,1697,"OWNER",640110,"f","60_70",74,"Ostrava - mesto","north Moravia"
"1045",1403,23314,8233.12,39.1,13500,5362.26315789474,14.6,635.7,37500.2764705882,54577.3,1000,1699,1699,"OWNER",550311,"m","50_60",17,"Pelhrimov","south Bohemia"
"1046",1404,47655,7956.31590909091,71.1,62300,2948.65350877193,30,88.173417721519,34664.2060126582,109330,400,1700,1700,"OWNER",490309,"m","40_50",7,"Melnik","central Bohemia"
"1047",1405,11100,2183.54210526316,13.3,5000,1362.23333333333,14.6,810.983870967742,22894.7548387097,30693.6,400,1702,1702,"OWNER",730407,"f","70_80",53,"Blansko","south Moravia"
"1048",1406,4141,2082.11739130435,15.8,12700,1149.42056074766,14.6,117.489204545455,20738.7136363636,33216.9,200,1703,1703,"OWNER",180111,"m","10_20",50,"Svitavy","east Bohemia"
"1049",1408,55320,18577.8444444444,97.9,31600,23250,9300,5707.73846153846,56968.5230769231,104899.1,200,1707,1707,"OWNER",510218,"m","50_60",10,"Praha - vychod","central Bohemia"
"1050",1410,31192,11192.2573170732,53.2,29600,5729.74054054054,14.6,303.319565217391,59648.7456521739,94988.7,500,1709,1709,"OWNER",521213,"f","50_60",74,"Ostrava - mesto","north Moravia"
"1051",1411,20494,7294.70581395349,60.5,16000,3555.27515923567,14.6,284.635802469136,46797.6423868313,84765.8,600,1710,1710,"OWNER",440211,"m","40_50",54,"Brno - mesto","south Moravia"
"1052",1412,21430.5,7729.97954545455,42.6,16700,2722.06,14.6,82.1457317073171,31030.2832317073,58495.4,1000,1711,1711,"OWNER",620614,"f","60_70",64,"Zlin","south Moravia"
"1053",1413,21244,7519.48157894737,71.1,20400,3266.90731707317,14.6,148.7825,33355.2316666667,54185.5,1100,1713,1713,"OWNER",350421,"m","30_40",65,"Znojmo","south Moravia"
"1054",1414,23766,8402.81666666667,40.1,14300,3386.11652173913,14.6,85.4711656441718,27908.9380368098,62179.6,600,1714,1714,"OWNER",450522,"m","40_50",58,"Jihlava","south Moravia"
"1055",1416,49966,14866.0773584906,2.2,64700,11861.071875,2.3,246.098290598291,55150.291025641,139708.8,-1009.8,1717,1717,"OWNER",790307,"f","70_80",66,"Zdar nad Sazavou","south Moravia"
"1056",1417,36346,12723.794,45.5,24300,6799.66666666667,14.6,485.20671641791,49465.3597014925,95657.9,200,1718,1718,"OWNER",380727,"m","30_40",75,"Prerov","north Moravia"
"1057",1419,6051,3162.44857142857,30.8,7600,1733.89369369369,14.6,159.719337016575,22540.5187845304,31363,400,1720,1720,"OWNER",340224,"f","30_40",33,"Decin","north Bohemia"
"1058",1420,5202,2599.46153846154,14.4,7400,1500.3,14.6,296.224719101124,24173.193258427,34825.3,900,1722,1722,"OWNER",331001,"m","30_40",68,"Frydek - Mistek","north Moravia"
"1059",1421,46883,2330.94880952381,7.4,27400,2207.95774647887,14.6,251.836774193548,30305.8870967742,80641.5,1100,1723,1723,"OWNER",810228,"f","80_90",71,"Novy Jicin","north Moravia"
"1060",1422,5842,3073.21647058824,61.1,11000,1582.91275167785,14.6,108.416239316239,23273.6094017094,34520.1,400,1724,1724,"OWNER",341021,"f","30_40",68,"Frydek - Mistek","north Moravia"
"1061",1423,8116,2948.02285714286,25.8,5280,1696.56078431373,14.6,193.676744186047,21678.1372093023,37013.3,900,1725,1725,"OWNER",590118,"f","50_60",76,"Sumperk","north Moravia"
"1062",1425,12200,3414.47909090909,23.5,22600,2404.27259259259,14.6,208.228163265306,31428.3955102041,61482.4,900,1729,1729,"OWNER",470516,"m","40_50",76,"Sumperk","north Moravia"
"1063",1426,4022,2284.912,53.3,3440,1533.92592592593,14.6,302.053846153846,15261.7288461538,20969.7,200,1730,1730,"OWNER",321215,"m","30_40",40,"Teplice","north Bohemia"
"1064",1427,18207,6376.5875,69.1,23520,4682.45714285714,14.6,599.474626865672,39723.3373134328,56522.7,1000,1731,1731,"OWNER",681130,"f","60_70",17,"Pelhrimov","south Bohemia"
"1065",1429,3250,1742.75316455696,62.6,4620,973.352631578947,14.6,138.421243523316,20978.7347150259,29108.8,1100,1733,1733,"OWNER",740720,"f","70_80",57,"Hodonin","south Moravia"
"1066",1431,21937,1914.16153846154,4.3,8800,2293,14.6,663.383783783784,24117.6162162162,43356,200,1736,1736,"OWNER",790417,"f","70_80",41,"Usti nad Labem","north Bohemia"
"1067",1435,33154.5,11358.9666666667,122.4,6200,6200,6200,6969.225,24177.075,34076.9,800,1742,1742,"OWNER",540606,"m","50_60",1,"Hl.m. Praha","Prague"
"1068",1436,9000,2493.78412698413,22.1,5300,1833.62647058824,14.6,247.49465648855,31479.3083969466,40387.9,500,1743,1743,"OWNER",590727,"m","50_60",3,"Beroun","central Bohemia"
"1069",1437,8200,1839.34107142857,31.5,8100,747.886666666667,14.6,75.3221590909091,23530.3801136364,32464.4,1000,1744,1744,"OWNER",691228,"f","60_70",50,"Svitavy","east Bohemia"
"1070",1439,3183,1903.97894736842,38.2,2122,1012.56666666667,14.6,485.118918918919,16026.5459459459,20781.6,700,1746,1746,"OWNER",590910,"f","50_60",11,"Praha - zapad","central Bohemia"
"1071",1440,12600,1733.56326530612,21.9,8580,808.856382978723,14.6,62.3223776223776,23246.141958042,32003.7,500,1748,1748,"OWNER",761231,"m","70_80",55,"Brno - venkov","south Moravia"
"1072",1441,6354,3363.442,26.8,6500,1780.97831325301,14.6,153.014285714286,25789.5090225564,35832.4,500,1749,1749,"OWNER",281117,"f","20_30",50,"Svitavy","east Bohemia"
"1073",1442,27448,9964.89310344828,34.1,18600,5029.26463414634,14.6,167.913545816733,39046.6996015936,65062.8,300,1750,1750,"OWNER",641231,"m","60_70",23,"Cheb","west Bohemia"
"1074",1444,11500,2400.68125,32.8,3800,1103.4,14.6,1232.65416666667,25242.4833333333,34428,700,1752,1752,"OWNER",781123,"m","70_80",70,"Karvina","north Moravia"
"1075",1445,10179,3639.06666666667,31.5,6400,1707.63636363636,14.6,371.637037037037,25488.6592592593,36554.1,900,1753,1753,"OWNER",790226,"f","70_80",60,"Prostejov","south Moravia"
"1076",1446,26780,9426.94375,36.2,17800,5081.755,14.6,359.00703125,43967.3734375,72042.6,1100,1754,1754,"OWNER",790529,"m","70_80",57,"Hodonin","south Moravia"
"1077",1448,10100,2289.82142857143,2.5,5100,2980,1200,903.026315789474,18301.1842105263,25400,1100,1756,1756,"OWNER",360708,"m","30_40",1,"Hl.m. Praha","Prague"
"1078",1449,7300,2666.69714285714,10.7,5100,1426.49756097561,14.6,171.217843866171,31367.2118959108,53191.4,800,1758,1758,"OWNER",471113,"m","40_50",35,"Jablonec n. Nisou","north Bohemia"
"1079",1450,6496,3135.24736842105,18.2,3200,1611.78571428571,14.6,1121.35454545455,28174.4909090909,37091.3,400,1759,1759,"OWNER",230116,"f","20_30",63,"Vyskov","south Moravia"
"1080",1451,6490,3386.73292682927,33.3,6900,1825.87714285714,14.6,99.5013513513513,25031.4265765766,36594.3,1000,1760,1760,"OWNER",230307,"m","20_30",64,"Zlin","south Moravia"
"1081",1452,29914,10470.40625,50,26800,8608.14375,14.6,931.13125,47678.0734375,76266.8,500,1761,1761,"OWNER",480423,"m","40_50",45,"Jicin","east Bohemia"
"1082",1453,49266,18201.5991452991,79.9,57600,11931.238372093,30,267.868858131488,61236.5650519031,154843.5,600,1762,1762,"OWNER",561230,"m","50_60",61,"Trebic","south Moravia"
"1083",1455,9478.5,3694.28214285714,20.7,18720,3195.30909090909,14.6,662.862,31295.1,45843.7,1000,1764,1764,"OWNER",710709,"m","70_80",66,"Zdar nad Sazavou","south Moravia"
"1084",1456,46297,16372.7774193548,29.4,58000,19863.7363636364,14.6,1331.20566037736,72814.7735849057,125614.1,1100,1765,1765,"OWNER",750803,"m","70_80",9,"Nymburk","central Bohemia"
"1085",1458,24888,8902.3472972973,44.2,20800,4602.91323529412,14.6,156.083333333333,35520.3452380952,56473.8,700,1768,1768,"OWNER",510427,"m","50_60",29,"Rokycany","west Bohemia"
"1086",1460,5298,2799,300,0,0,0,2799,2949,5598,300,1771,1771,"OWNER",271020,"f","20_30",54,"Brno - mesto","south Moravia"
"1087",1461,63256,22390.5210526316,101.5,60700,15506.9166666667,14.6,1238.46279069767,71852.6581395349,117606.9,800,1772,1772,"OWNER",790921,"f","70_80",73,"Opava","north Moravia"
"1088",1463,6700,2684.33333333333,10.4,4300,4300,4300,1985.9,14692.72,24073.7,1000,1774,1774,"OWNER",711005,"f","70_80",32,"Ceska Lipa","north Bohemia"
"1089",1464,37026,9370.4,41.7,10000,6950,3900,3930.26666666667,23228.1666666667,37326,300,1775,1775,"OWNER",431208,"m","40_50",73,"Opava","north Moravia"
"1090",1465,10600,1840.08695652174,8.2,4000,945.985294117647,14.6,178.219298245614,18955.2078947368,30073.9,300,1776,1776,"OWNER",541024,"f","50_60",30,"Sokolov","west Bohemia"
"1091",1467,29396,10515.3393939394,14.5,19000,6267.33465346535,14.6,365.338922155689,50059.2724550898,81593.6,800,1779,1779,"OWNER",351126,"m","30_40",37,"Litomerice","north Bohemia"
"1092",1468,3224,1715.79726027397,48.4,5850,782.032835820896,14.6,98.8444444444444,16211.7758454106,23480.9,500,1780,1780,"OWNER",541209,"f","50_60",54,"Brno - mesto","south Moravia"
"1093",1469,6228,3478.04090909091,57.5,6400,2219.58518518519,14.6,338.532653061224,21507.2448979592,29297.5,1000,1781,1781,"OWNER",240816,"m","20_30",67,"Bruntal","north Moravia"
"1094",1470,18646,6580.88630136986,56,25800,4141.47663551402,14.6,207.037222222222,39760.2911111111,56915.2,1100,1782,1782,"OWNER",481224,"m","40_50",19,"Prachatice","south Bohemia"
"1095",1471,27894,8721.29166666667,32.9,19600,7262.56,12,1455.90454545455,38616.5090909091,62895.1,1000,1783,1783,"OWNER",461005,"f","40_50",1,"Hl.m. Praha","Prague"
"1096",1472,13281,4690.38421052632,32.6,9500,2494.26333333333,14.6,291.620408163265,31903.062244898,46725.5,900,1784,1784,"OWNER",801102,"f","80_90",2,"Benesov","central Bohemia"
"1097",1473,2976,1895.79230769231,41,1984,894.488888888889,14.6,754.313636363636,13052.9181818182,16609.6,600,1785,1785,"OWNER",751125,"m","70_80",39,"Most","north Bohemia"
"1098",1474,4043,3257.25,900,0,0,0,3257.25,6964.5,13029,900,1786,1786,"OWNER",340625,"f","30_40",63,"Vyskov","south Moravia"
"1099",1475,30826,10251.5101010101,35.7,23444,6786.7958041958,1.6,183.420247933884,28280.1247933884,64197.9,-1092.2,1788,1788,"OWNER",500323,"m","50_60",1,"Hl.m. Praha","Prague"
"1100",1476,6411,3318.99069767442,26.5,6300,1926.92957746479,14.6,51.7947368421053,19248.3425438596,34665.4,200,1789,1789,"OWNER",330807,"f","30_40",61,"Trebic","south Moravia"
"1101",1477,3151,1598.78210526316,9.8,3000,1004.49473684211,14.6,80.2039473684211,16370.3587719298,23273.2,3151,1790,1790,"OWNER",530528,"m","50_60",1,"Hl.m. Praha","Prague"
"1102",1478,47620,10670.3666666667,4.5,21100,21100,21100,6131.74285714286,27981.5285714286,63943.5,900,1791,1791,"OWNER",660512,"f","60_70",5,"Kolin","central Bohemia"
"1103",1479,9600,1819.66111111111,13.7,4100,1156.37,14.6,253.328947368421,26905.4552631579,34755.3,700,1792,1792,"OWNER",750901,"m","70_80",54,"Brno - mesto","south Moravia"
"1104",1481,3098,1645.91098901099,27.1,4290,968.329323308271,14.6,93.7058035714286,17468.2870535714,24502.1,1000,1794,1794,"OWNER",400330,"f","40_50",15,"Cesky Krumlov","south Bohemia"
"1105",1482,500,500,500,0,0,0,500,500,500,500,1795,1795,"OWNER",600228,"f","60_70",38,"Louny","north Bohemia"
"1106",1483,10492.5,3632.56071428571,18.9,8100,2288.41818181818,14.6,429.408196721311,25488.668852459,36949.9,400,1796,1796,"OWNER",381123,"m","30_40",10,"Praha - vychod","central Bohemia"
"1107",1484,6612,5009,200,0,0,0,5009,10118,20036,200,1798,1798,"OWNER",330708,"m","30_40",70,"Karvina","north Moravia"
"1108",1485,35130,12586.3125,85.3,29600,5198.23595505618,14.6,316.352713178295,58209.3236434109,109354.1,1000,1799,1799,"OWNER",590626,"m","50_60",36,"Liberec","north Bohemia"
"1109",1486,35110,11812.0125,55,22600,5613.63,14.6,920.9859375,46890.375,69344.9,400,1800,1800,"OWNER",430928,"f","40_50",63,"Vyskov","south Moravia"
"1110",1487,3306,1686.78888888889,10.4,2900,983.065517241379,14.6,114.691878172589,20724.3898477157,27669.4,1100,1801,1801,"OWNER",700101,"m","70_80",66,"Zdar nad Sazavou","south Moravia"
"1111",1490,49743,24624.6772727273,25.5,56800,21717.4086956522,14.6,938.722222222222,77481.7955555556,152998.8,200,1806,1806,"OWNER",520103,"m","50_60",5,"Kolin","central Bohemia"
"1112",1492,4733,3422,800,0,0,0,3422,5533,10266,800,1809,1809,"OWNER",310512,"m","30_40",24,"Karlovy Vary","west Bohemia"
"1113",1493,5009,2520.74742268041,13.3,12750,1298.78514285714,14.6,63.3275735294118,20052.2205882353,28794.8,200,1810,1810,"OWNER",190630,"m","10_20",41,"Usti nad Labem","north Bohemia"
"1114",1495,36478.5,13086.7076923077,88.9,30600,5751.37514792899,14.6,197.493117408907,60243.7834008097,92882,300,1812,1812,"OWNER",470517,"f","40_50",36,"Liberec","north Bohemia"
