"","loan_id","account_id","date.x","amount","duration","payments","status","n_credit","n_withdrawal","max_credit","avg_credit","sd_credit","min_credit","max_withdrawal","avg_withdrawal","sd_withdrawal","min_withdrawal","avg_amount","sd_amount","avg_balance","max_balance","min_balance","disp_id","client_id","type.x","birthday","gender","age_range","age","district_id","frequency","date.y","name","region","hab","m_hab.499","m_hab500.1999","m_hab2000.9999","m_hab.10000","cities","urban_hab","salary","unemployment95","unemployment96","enterpreneurs_per_hab","crimes95","crimes96","avg_monthly_balance","datediff","credit_per_witdrawal","credit_per_payments","crimes96_per_crime95","loanAmount_per_avgAmount","card_id","type.y","issued","avg_amount_by_duration","cover_loan","n_credits_vs_n_withdrawal","avg_credits_vs_avg_withdrawal","time_before_loan","payments_by_duration","avg_monthly_balance_vs_payments","frequency_numeric","region_numeric","gender_numeric","card_numeric"
"47",6678,8173,940520,80340,12,6695,1,22,28,61260,20306.6227272727,21670.9047464223,147.8,39200,11913.4333333333,11385.5312752432,14.6,1718.12884615385,22922.6151887926,61531.5903846154,122523.5,1100,9787,10095,"OWNER",760206,"f","70_80",22.9794,11,"monthly issuance",930705,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,59734.8846969697,180314,1.70451474055389,3.0331027225202,1.01553956834532,46.7601717879581,NA,NA,0,20617.5461538462,-1809.13653846154,-6,8393.18939393939,-9815,80340,12.4308508158501,2,1,1,0
"48",6998,9833,940521,97632,12,8136,1,20,43,73224,25763.21,26690.6547850682,46.7,54700,10531.8666666667,11774.6993958927,14.6,635.849230769231,24327.1118473243,53379.1276923077,119900.1,1100,11794,12102,"OWNER",680907,"f","60_70",30.9093,20,"monthly issuance",930724,"Strakonice","south Bohemia",70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,52205.8420690421,259614,2.44621497930092,3.16656956735497,0.986564299424184,153.545833313171,NA,NA,0,7630.19076923077,36622.6815384615,-23,15231.3433333333,-9797,97632,-37795.9671617272,2,6,1,0
"49",6580,7769,940522,196080,48,4085,1,20,24,46888,14476.62,16844.1310092707,123.9,35700,7506.48148148148,8077.66155598917,14.6,1848.02978723404,16576.2702743215,49143.9659574468,97457.4,900,9303,9611,"OWNER",580527,"m","50_60",40.9473,23,"monthly issuance",931003,"Cheb","west Bohemia",87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,50421.4448710317,359995,1.9285493524115,3.5438482252142,1.11080236193123,106.102185881687,NA,NA,0,88705.429787234,58230.6042553192,-4,6970.13851851852,-9519,196080,-56953.1253417342,2,8,2,0
"50",6316,6473,940526,76908,12,6409,-1,42,52,47434,15876.1357142857,16557.1209069755,17,52200,10865.1533333333,11344.937631959,14.6,145.96568627451,19010.2912021982,52890.4039215686,126002.8,1100,7815,7815,"OWNER",460119,"f","40_50",52.9881,12,"monthly issuance",930126,"Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,3.83,4.31,137,3804,3868,49515.7250171887,480407,1.46119757606909,2.47716269531685,1.01682439537329,526.890956107062,NA,NA,0,1751.58823529412,22266.0078431373,-10,5010.98238095238,-10400,76908,-25640.6867475172,2,1,1,0
"51",6512,7454,940526,63312,48,1319,1,35,47,10500,2763.92,2529.34311128171,26.5,4600,1450.71914893617,1207.45706533415,14.6,348.212195121951,2812.95548969584,22551.7792682927,31462.9,500,8928,9236,"OWNER",560507,"f","50_60",42.9493,4,"monthly issuance",930419,"Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,21653.9229875283,380019,1.90520680865543,2.09546626231994,1.12356979405034,181.82016852634,NA,NA,0,16714.1853658537,24046.0353658537,-12,1313.20085106383,-10107,63312,-24943.891646618,2,1,1,0
"52",6407,6930,940526,25944,24,1081,1,19,18,36289.5,12249.3368421053,13227.6638994113,65.4,29900,9074.35555555556,10309.4055718537,14.6,1875.64864864865,15950.6237954233,56927.4540540541,80155.2,600,8366,8366,"OWNER",600521,"f","60_70",38.9479,41,"monthly issuance",930908,"Usti nad Labem","north Bohemia",118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,54813.8481481481,340005,1.34988504330822,11.3314864404304,0.848875096974399,13.8320148705313,NA,NA,0,45015.5675675676,-75999.0216216216,1,3174.98128654971,-9618,25944,73885.4157157157,2,3,1,0
"53",5002,173,940531,104808,12,8734,1,12,18,25970,9470.5,9987.24736251185,19.5,16400,4757.25555555556,4702.80828232041,14.6,933.846666666667,10052.7301300051,38709.83,57865.3,500,210,210,"OWNER",391130,"m","30_40",59.887,66,"monthly issuance",931126,"Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,33549.0428571429,549401,1.99074863424991,1.08432562399817,0.935914552736983,112.232557807492,NA,NA,0,11206.16,54892.01,-6,4713.24444444444,-9405,104808,-60052.7971428571,2,7,2,0
"54",6647,8051,940601,208320,48,4340,1,33,46,39060,12819.8545454545,14197.9095875962,79,29700,7286,7733.10970856523,30,519.802352941176,14500.1771895658,43944.8894117647,82981.9,200,9637,9945,"OWNER",680414,"f","60_70",30.9586,1,"weekly issuance",930207,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,42854.0384821429,260187,1.75951887804756,2.95388353581902,1.15675152024464,400.76771261475,NA,NA,0,24950.5129411765,139424.597647059,-13,5533.85454545455,-10394,208320,-140515.448576681,3,5,1,0
"55",7137,10439,940603,151560,24,6315,1,13,11,56835,19058.4076923077,21769.4899856604,59.9,37200,15095.7466666667,11191.4145472492,14.6,761.539285714286,24009.4733207438,53976.2928571429,97912.7,300,12535,12843,"OWNER",530505,"m","50_60",45.9495,66,"monthly issuance",931121,"Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,47425.4510416667,410098,1.26250182340375,3.01795846275656,0.935914552736983,199.017966430772,NA,NA,0,18276.9428571429,79306.7642857143,2,3962.66102564103,-9482,151560,-85857.6061011905,2,7,2,0
"56",6903,9337,940604,52128,24,2172,1,39,29,44473,6244.83846153846,12442.4143059265,38.7,27300,5771.99375,6910.80143869877,0.1,828.801408450704,11893.4044191307,33459.6802816901,59944.2,144.2,11189,11497,"OWNER",590717,"f","50_60",39.9283,30,"monthly issuance",930913,"Sokolov","west Bohemia",94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,36748.200914903,349887,1.08192051689912,2.8751558294376,0.939363484087102,62.8956460118039,NA,NA,0,19891.2338028169,-1222.91408450704,10,472.844711538462,-9691,52128,4511.4347177199,2,8,1,0
"57",5918,4576,940604,300204,36,8339,1,27,44,28365,9277.39259259259,10500.6729496779,83.6,18300,4921.74545454545,4051.12060072355,14.6,477.92676056338,9961.40818642421,34084.4605633803,57676.7,300,5517,5517,"OWNER",640313,"m","60_70",34.9687,27,"monthly issuance",930605,"Plzen - jih","west Bohemia",67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,35591.9718353175,300291,1.88498017182593,1.1125305903097,1.0952380952381,628.138084685025,NA,NA,0,17205.3633802817,248914.176056338,-17,4355.64713804714,-9999,300204,-247406.664784401,2,8,2,0
"58",6642,8027,940605,77640,12,6470,1,22,33,58227,18776.6772727273,20932.0909299102,138.1,35000,10059.5,9776.6714413942,30,513.765,20304.3370077098,55570.305,117489.5,700,9607,9915,"OWNER",670710,"m","60_70",31.929,44,"weekly issuance",930707,"Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,2.79,3.76,97,2166,2325,52666.7697313797,269895,1.86656168524552,2.90211395250808,1.07340720221607,151.119675337946,NA,NA,0,6165.18,15904.515,-11,8717.17727272727,-9898,77640,-18808.0502686203,3,2,2,0
"59",6210,5927,940606,87216,48,1817,-1,21,11,16356,3691.82380952381,5452.59952893157,16.7,12600,4653.1,3637.8566991618,14.6,657.306060606061,6304.68589408601,28362.2484848485,41410,200,7166,7166,"OWNER",640513,"m","60_70",34.9487,15,"monthly issuance",931126,"Cesky Krumlov","south Bohemia",58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,25122.6022675737,300093,0.793411663089942,2.03182378069555,1.01842818428184,132.687046761114,NA,NA,0,31550.6909090909,27303.0606060606,10,-961.276190476191,-9480,87216,-30542.7068233354,2,6,2,0
"60",6279,6273,940607,87360,24,3640,1,16,13,49341,8544.575,15833.2486546718,63.3,22800,7689.65714285714,6783.865046929,14.6,968.6,14770.0645048203,36783.95,69174.6,200,7576,7576,"OWNER",620710,"m","60_70",36.929,38,"monthly issuance",930721,"Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,33310.6196969697,319897,1.11117763006339,2.34741071428571,1.06370147003392,90.1920297336362,NA,NA,0,23246.4,27329.65,3,854.917857142857,-9886,87360,-30802.9803030303,2,3,2,0
"61",7249,11065,940612,69360,48,1445,1,31,47,17782,6597.13225806452,6641.69098209119,34.2,13700,3528.63829787234,3912.74835147619,14.6,495.70641025641,7155.81149859783,33857.1064102564,52365,1100,13295,13603,"OWNER",410728,"m","40_50",57.9272,11,"monthly issuance",930319,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,32178.6358928571,529884,1.86959719335427,4.56548945194776,1.01553956834532,139.921531303424,NA,NA,0,23793.9076923077,11708.9858974359,-16,3068.49396019218,-10293,69360,-13387.4564148352,2,1,2,0
"62",6736,8558,940614,288360,60,4806,1,8,2,27116,8081.3,11968.6906578313,8.7,15200,10600,6505.38238691624,6000,4345.04,13347.7107647883,33211.76,58495.8,800,10247,10555,"OWNER",351215,"m","30_40",63.8785,1,"issuance after transaction",940227,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,23026.1,589399,0.76238679245283,1.68150228880566,1.15675152024464,66.3653269014785,NA,NA,0,260702.4,-5554.16,6,-2518.7,-387,288360,-4631.50000000003,1,5,2,0
"63",6112,5442,940617,174744,24,7281,-1,38,78,46739,11542.8289473684,13739.9471308418,33.3,37500,5396.2075,7325.51619052641,0.2,58.7364406779661,12614.1281503972,26252.8144067797,96659.4,-1369.2,6567,6567,"OWNER",781121,"f","70_80",20.8879,34,"monthly issuance",930322,"Chomutov","north Bohemia",125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,25151.137587482,159496,2.13906321196292,1.58533566094883,0.975014089798986,2975.05259057265,NA,NA,0,1409.67457627119,147081.511016949,-40,6146.62144736842,-10295,174744,-148183.187836247,2,3,1,0
"64",5319,1811,940623,239460,60,3991,1,18,27,35918,13387.9388888889,14074.9884891454,30.4,23200,7312.22857142857,6737.02283289921,14.6,787.836956521739,14366.6960141751,40061.5804347826,74408.8,300,2195,2195,"OWNER",420913,"f","40_50",56.9087,40,"monthly issuance",930922,"Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,38246.2492460317,519710,1.83089720980554,3.3545324201676,0.988919268959563,303.946137608477,NA,NA,0,47270.2173913043,152128.202173913,-9,6075.71031746032,-9701,239460,-153943.533362664,2,3,1,0
"65",6596,7844,940625,91584,24,3816,1,14,12,47906,18390.3714285714,19525.3824236134,29.4,30600,12213.0705882353,10065.3431853914,14.6,1607.83870967742,21422.380148413,50765.4161290323,83039.4,1000,9394,9702,"OWNER",511116,"f","50_60",47.8884,1,"monthly issuance",931126,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,46652.0395833333,429509,1.50579424688552,4.8192797244684,1.15675152024464,56.9609373432578,NA,NA,0,38588.1290322581,2230.45483870968,2,6177.30084033613,-9499,91584,-6343.83138440861,2,5,1,0
"66",5837,4260,940629,244560,60,4076,1,18,20,36680,12456.1611111111,14326.7499946219,65.4,24600,8453.53333333333,7687.37241492808,14.6,507.764285714286,15097.7472635186,38426.7285714286,72512.5,1000,5134,5134,"OWNER",670719,"f","60_70",31.9281,56,"monthly issuance",931014,"Breclav","south Moravia",124605,11,42,14,1,8,46,8772,4.69,4.98,126,2854,3158,37104.8712962963,269910,1.47348577452163,3.05597672009595,1.10651716888577,481.640806335898,NA,NA,0,30465.8571428571,175667.414285714,-2,4002.62777777778,-9615,244560,-176989.271560847,2,7,1,0
"67",5657,3354,940705,4980,12,415,1,19,27,15528,5352.51578947368,5855.27778753334,35.6,16000,2933.23703703704,3809.77849509029,14.6,489.139130434783,6254.11814771243,30533.3717391304,41106.2,800,4056,4056,"OWNER",520726,"f","50_60",46.9274,63,"monthly issuance",931105,"Vyskov","south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,28793.5314373898,419979,1.82478119629924,12.8976284083703,0.934699103713188,10.1811523350696,NA,NA,0,5869.66956521739,-31423.0413043478,-8,2419.27875243665,-9600,4980,29683.2010026072,2,7,1,0
"68",5533,2762,940705,111384,24,4641,1,55,93,49388,19164.7490909091,16819.1954896654,29,61700,10327.2412371134,14303.9412976208,14.6,344.202631578947,20818.629661712,65097.2243421053,141386,500,3335,3335,"OWNER",670210,"m","60_70",31.979,19,"monthly issuance",930320,"Prachatice","south Bohemia",51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,62062.4547504783,270495,1.85574720788317,4.12944388944389,1.1001001001001,323.600082570701,NA,NA,0,8260.86315789474,38025.9125,-38,8837.50785379569,-10385,111384,-41060.682091627,2,6,2,0
"69",6232,6051,940708,276660,36,7685,-1,30,28,11600,3712.36666666667,3346.64960142418,9.5,9800,3270.98571428571,2771.90099065796,14.6,341.093103448276,4661.40993800449,19256.8948275862,32720.4,500,7311,7311,"OWNER",490518,"m","40_50",49.9482,56,"monthly issuance",930828,"Breclav","south Moravia",124605,11,42,14,1,8,46,8772,4.69,4.98,126,2854,3158,18365.5327561328,450190,1.13493820852022,0.483066579917588,1.10651716888577,811.0981934349,NA,NA,0,12279.3517241379,245123.753448276,2,441.380952380952,-9880,276660,-246015.115519729,2,7,2,0
"70",6888,9265,940711,39576,12,3298,1,53,62,49603,9203.38490566038,15028.5924432831,21.3,38400,7481.9064516129,8982.28952117737,14.6,207.83652173913,14696.0930101163,48944.827826087,103467.2,300,11101,11409,"OWNER",800502,"f","80_90",18.9498,1,"monthly issuance",930204,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,45202.8791688713,140209,1.23008553570947,2.79059578704075,1.15675152024464,190.418891101702,NA,NA,0,2494.03826086957,-11862.8660869565,-9,1721.47845404747,-10507,39576,8120.91742974082,2,5,1,0
"71",6066,5228,940711,173808,24,7242,1,26,42,74522,26907.2269230769,27882.0220070002,43.3,38200,12350.1224489796,11307.8719550303,100,1259.092,26445.1660836192,61218.6586666667,134416.6,1000,6317,6317,"OWNER",570127,"f","50_60",41.9873,77,"issuance after transaction",930623,"Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,59553.9061054422,370584,2.17870122618097,3.71544144201559,1.03757225433526,138.042335270179,NA,NA,0,30218.208,82371.1333333333,-16,14557.1044740973,-10088,173808,-84035.8858945578,1,4,1,0
"72",5549,2824,940716,50460,60,841,1,19,24,22927.5,8327.07368421053,8763.37459917012,32.6,15000,4861.80833333333,4451.09332518346,14.6,965.837209302326,9363.89425727564,37570.6279069767,51971.4,800,3414,3414,"OWNER",471017,"f","40_50",51.8983,11,"monthly issuance",931020,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,34151.5459880952,469699,1.71275235741376,9.90139558170098,1.01553956834532,52.2448291637572,NA,NA,0,57950.2325581395,-45060.8604651163,-5,3465.26535087719,-9696,50460,41641.7785462348,2,1,1,0
"73",5060,426,940719,252060,60,4201,-1,26,29,49937,14985.1730769231,12929.5129640233,8.2,41700,9129.08571428571,10374.2683279109,14.6,1149.12295081967,16589.8418411327,57340.5081967213,106259.6,900,512,512,"OWNER",650803,"f","60_70",33.9197,1,"monthly issuance",931129,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,48540.4142135642,289916,1.64147577817934,3.56704905425448,1.15675152024464,219.349896214504,NA,NA,0,68947.3770491803,125772.114754098,-3,5856.08736263736,-9590,252060,-134572.208737255,2,5,1,0
"74",6004,4937,940723,143904,24,5996,1,47,83,46108,14003.6021276596,16026.4674717154,6.7,60500,6737.3152173913,9831.50573929263,14.6,275.80071942446,15694.8007731744,49727.4561151079,134571.2,700,5965,5965,"OWNER",510410,"m","50_60",47.959,12,"monthly issuance",930220,"Pribram","central Bohemia",107870,84,29,6,1,6,58,8754,3.83,4.31,137,3804,3868,48346.2284656085,430313,2.07851372183262,2.33549068173108,1.01682439537329,521.768037082348,NA,NA,0,6619.21726618705,87557.326618705,-36,7266.28691026827,-10503,143904,-88938.5542682045,2,1,2,0
"75",5126,790,940724,208128,48,4336,-1,29,34,47493,11823.6689655172,15657.1993794754,30.9,36500,7468.90857142857,9510.64557805594,14.6,1273.040625,15857.7193302021,36369.975,96064,-1069.7,946,946,"OWNER",510806,"m","50_60",47.9194,54,"monthly issuance",930511,"Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,37009.8493333333,429918,1.58305177422405,2.72686092378165,0.998664601249933,163.488891016341,NA,NA,0,61105.95,110652.075,-5,4354.76039408867,-10213,208128,-110012.200666667,2,7,2,0
"76",7220,10911,940728,131292,36,3647,1,29,53,32823,11868.1862068966,12564.7564017295,12.1,24000,5792.88888888889,5269.07010043237,30,377.848192771084,11984.1924009613,36635.1156626506,70288.4,1000,13104,13412,"OWNER",540320,"m","50_60",44.968,1,"weekly issuance",930529,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,35640.5523015873,400408,2.04875087966221,3.25423257660997,1.15675152024464,347.47288067497,NA,NA,0,13602.534939759,81054.3493975904,-24,6075.29731800766,-10199,131292,-82048.9127586537,3,5,2,0
"77",6668,8129,940730,74736,36,2076,1,26,41,30918,11194.3346153846,11537.5659617769,16.5,20000,6288.01951219512,5798.28204829756,14.6,496.177611940299,12019.8332924307,37912.9985074627,62084,700,9735,10043,"OWNER",651029,"m","60_70",33.8971,45,"monthly issuance",930626,"Jicin","east Bohemia",77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,35805.4285714286,289701,1.78026397559265,5.39226137542612,1.02019230769231,150.623482804364,NA,NA,0,17862.3940298507,18960.6074626866,-15,4906.31510318949,-10104,74736,-21068.1773987207,2,2,2,0
"78",5395,2176,940730,299088,36,8308,-1,46,72,47189,17668.6804347826,16697.6452290285,46.2,59400,9916.3825,12508.8521485435,14.6,154.354761904762,19417.9100638873,51992.8547619048,193909.9,500,2635,2635,"OWNER",661210,"f","60_70",32.879,67,"monthly issuance",930606,"Bruntal","north Moravia",106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,46736.5254135407,279520,1.78176673144492,2.12670684097046,0.949136868064118,1937.66616791868,NA,NA,0,5556.77142857143,241538.373809524,-26,7752.29793478261,-10124,299088,-246794.703157888,2,4,1,0
"79",6836,9093,940803,189300,60,3155,1,42,60,28413,6502.74761904762,9621.69206181071,43.8,24960,4142.72333333333,5123.94976663235,14.6,240.705882352941,8979.90727317474,32354.031372549,61043.3,800,10887,11195,"OWNER",531205,"m","50_60",45.8795,47,"monthly issuance",930616,"Pardubice","east Bohemia",162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,31487.6382242063,409598,1.56967943447369,2.06109274771715,0.889949004770521,786.436950146628,NA,NA,0,14442.3529411765,142503.615686275,-18,2360.02428571429,-10187,189300,-143370.008834617,2,2,2,0
"80",6064,5215,940804,14628,12,1219,1,29,73,23230.5,7799.86896551724,8444.54660468194,49.4,14100,2620.45753424658,3466.53503587908,2,342.18431372549,7116.80366729063,32788.1421568627,52184.7,200,6301,6301,"OWNER",490308,"f","40_50",49.9692,55,"monthly issuance",930701,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,32733.0442375925,450496,2.97652942800305,6.39857995530537,1.06422519814157,42.7488912064362,NA,NA,0,4106.21176470588,-22266.3539215686,-44,5179.41143127067,-10103,14628,22211.2560022984,2,7,1,0
"81",6919,9403,940805,120888,36,3358,1,36,56,48618,13123.8777777778,16118.7261542789,85,49200,7007.41666666667,9846.36483260024,30,541.81875,15871.8959282939,40838.7552083333,116468.4,600,11266,11574,"OWNER",440420,"f","40_50",54.958,1,"weekly issuance",930327,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,37925.7644400353,500385,1.87285534770699,3.90824234001721,1.15675152024464,223.115202270132,NA,NA,0,19505.475,60543.7697916667,-20,6116.46111111111,-10478,120888,-63456.7605599647,3,5,1,0
"82",6841,9104,940807,172080,48,3585,1,25,16,45518,10713.956,13937.0043336101,19.3,40100,12331.7294117647,12005.8450837376,14.6,1385.94047619048,17350.244249227,60743.9571428571,119138.8,200,10900,11208,"OWNER",570305,"f","50_60",41.9695,10,"monthly issuance",940121,"Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,54564.7465079365,370502,0.868812122148795,2.98855118549512,1.13280839895013,124.161176440272,NA,NA,0,66525.1428571429,44810.9,9,-1617.77341176471,-686,172080,-50990.1106349206,2,1,1,0
"83",6038,5120,940810,323472,48,6739,1,28,25,44802,13879.1892857143,15498.3999100586,52.9,33900,11015.0896551724,10581.7423385196,14.6,1213.67894736842,18150.672608422,45414.0736842105,119934.1,200,6178,6178,"OWNER",401015,"f","40_50",58.8985,1,"monthly issuance",930621,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,37653.1252380952,539795,1.26001600715042,2.05953246560533,1.15675152024464,266.521884309993,NA,NA,0,58256.5894736842,219801.336842105,3,2864.09963054187,-10189,323472,-227562.285288221,2,5,1,0
"84",6729,8519,940811,74688,12,6224,1,49,59,56019,13496.9469387755,19696.8521047686,96.1,38400,10038.3682539683,8946.80837323361,14.6,258.332142857143,18708.8537996868,48484.6241071429,104902.4,1100,10202,10510,"OWNER",450126,"f","40_50",53.9874,23,"monthly issuance",930402,"Cheb","west Bohemia",87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,49660.6482446312,490685,1.34453594421982,2.16853260584439,1.11080236193123,289.116171042263,NA,NA,0,3099.98571428571,23103.3901785714,-10,3458.57868480726,-10409,74688,-21927.3660410831,2,8,1,0
"85",7198,10788,940823,45768,12,3814,1,22,5,36574,4701.25454545455,8986.48665373935,24.2,23900,9800,8867.63779143014,1000,2015.83703703704,10501.2052287106,32555.8185185185,78327.5,800,12952,13260,"OWNER",770527,"f","70_80",21.9473,67,"weekly issuance",931122,"Bruntal","north Moravia",106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,30881.5425,170296,0.479719851576994,1.2326309767841,0.949136868064118,22.7042162432295,NA,NA,0,24190.0444444444,-10977.862962963,17,-5098.74545454545,-9701,45768,9303.58694444444,3,4,1,0
"86",6686,8260,940825,224604,36,6239,1,34,50,56152,20475.0441176471,21195.7269245362,32.7,40000,11116.3423728814,10673.7079760827,14.6,433.196774193548,21609.2923583283,57496.9892473118,109178.4,200,9890,10198,"OWNER",760524,"m","70_80",22.9476,31,"monthly issuance",930324,"Tachov","west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,54883.7618085618,180301,1.84188678531497,3.28178299689807,1.0933734939759,518.480315136532,NA,NA,0,15595.0838709677,151511.92688172,-16,9358.7017447657,-10501,224604,-154125.15432047,2,8,2,0
"87",5836,4259,940827,79632,24,3318,1,10,6,66165,24446.25,26215.8674274125,112.5,64300,25786,20421.3979932815,9516,5609.15625,34383.0470338502,63494.2,119373.5,900,5133,5133,"OWNER",590810,"f","50_60",39.919,66,"monthly issuance",940408,"Zdar nad Sazavou","south Moravia",125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,63010.49,350017,0.948043511983247,7.36776672694394,0.935914552736983,14.1967876184587,NA,NA,0,134619.75,-118481.95,4,-1339.75,-419,79632,117998.24,2,7,1,0
"88",7061,10105,940827,121896,24,5079,1,39,47,49558,16312.041025641,17543.1623791709,17.7,64900,11004.6740740741,11993.7501945913,14.6,450.722580645161,19840.9202323464,54422.5967741935,133454.9,600,12124,12432,"OWNER",650307,"m","60_70",33.9693,55,"monthly issuance",930428,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,47712.8767783197,290520,1.48228297501973,3.21166391526699,1.06422519814157,270.445735879305,NA,NA,0,10817.3419354839,56656.0612903226,-8,5307.36695156695,-10399,121896,-63365.7812861964,2,7,2,0
"89",5595,3050,940902,82896,12,6908,1,34,83,62168,20655.8705882353,23236.6076400297,130.5,38600,7111.01739130435,8373.22802808114,14.6,381.634920634921,18620.0959647551,57141.730952381,107680.9,900,3687,3687,"OWNER",720206,"m","70_80",26.9794,60,"monthly issuance",930508,"Prostejov","south Moravia",110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,58044.0647235577,220696,2.90477008444589,2.99013760686672,1.19850984566259,217.212827018259,577,"classic",940215,4579.61904761905,21174.65,-49,13544.8531969309,-10394,82896,-20272.3162288233,2,7,2,1
"90",5723,3674,940910,23628,12,1969,1,49,59,43694,11783.8816326531,13077.3089991416,1.7,35200,8414.98032786885,9246.35526757831,14.6,582.694545454546,14969.3215367011,47420.8418181818,140228.7,1000,4428,4428,"OWNER",540309,"m","50_60",44.9691,38,"monthly issuance",930312,"Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,44349.6788567573,400601,1.40034571365866,5.98470372404929,1.06370147003392,40.549547244463,NA,NA,0,6992.33454545455,-30785.1763636364,-10,3368.90130478421,-10598,23628,27714.0134022118,2,3,2,0
"91",6120,5481,940911,209184,48,4358,1,26,38,54645,19731.7923076923,20444.2306909489,70.1,61800,11161.2333333333,11884.4397452456,14.6,650.805882352941,21705.6994094775,46230.3397058824,110583.8,1000,6616,6616,"OWNER",530618,"m","50_60",45.9382,52,"monthly issuance",930816,"Usti nad Orlici","east Bohemia",139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,45253.794829932,410293,1.76788637226701,4.52771737211847,1.09165366614665,321.423032077876,NA,NA,0,31238.6823529412,131714.977941176,-12,8570.55897435897,-10095,209184,-132691.522817127,2,2,2,0
"92",6895,9307,940919,41904,12,3492,1,63,76,48546,7938.83809523809,14136.5042249402,0.8,51700,5761.775,7916.29566735844,14.6,274.159440559441,12988.7703477796,36080.3867132867,129123,900,11153,11461,"OWNER",740708,"m","70_80",24.9292,68,"monthly issuance",930124,"Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,33224.5850010307,200211,1.37784590603383,2.27343588065238,1.04695002667615,152.845365873566,NA,NA,0,3289.91328671329,2533.7,-13,2177.0630952381,-10795,41904,-5389.501712256,2,4,2,0
"93",5882,4427,940926,87816,12,7318,1,41,43,14886,4840.64878048781,4805.41015965973,54.5,10300,4251.18604651163,3183.65822118588,14.6,186.495238095238,6095.90404076327,25533.2142857143,43442.2,800,5337,5337,"OWNER",610502,"m","60_70",37.9498,32,"monthly issuance",930607,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,24225.9194940476,330424,1.13865841850414,0.661471546937388,1.03801843317972,470.875293637014,NA,NA,0,2237.94285714286,60044.8428571429,-2,589.462733976177,-10319,87816,-61352.1376488095,2,3,2,0
